P31946	9606.ENSP00000361930
P41225	9606.ENSP00000359567
Q06945	9606.ENSP00000244745
P35711	9606.ENSP00000398273
P35712	9606.ENSP00000379644
Q9BT81	9606.ENSP00000301921
P57073	9606.ENSP00000293894
P48436	9606.ENSP00000245479
Q9P0Z9	9606.ENSP00000317721
P23497	9606.ENSP00000343023
Q9HB58	9606.ENSP00000258381
Q9H0E3	9606.ENSP00000350333
Q13342	9606.ENSP00000375899
Q9H930	9606.ENSP00000397911
Q9Y5B9	9606.ENSP00000216297
Q15506	9606.ENSP00000432305
P08047	9606.ENSP00000329357
Q02086	9606.ENSP00000365931
Q9HAJ7	9606.ENSP00000297109
Q02447	9606.ENSP00000310301
Q02446	9606.ENSP00000222584
Q6BEB4	9606.ENSP00000364430
Q3SY56	9606.ENSP00000438209
Q8TDD2	9606.ENSP00000443827
Q8IXZ3	9606.ENSP00000408792
P0CG40	9606.ENSP00000378418
Q86U17	9606.ENSP00000335024
Q8IW75	9606.ENSP00000342109
Q86W54	9606.ENSP00000414920
Q8IUW3	9606.ENSP00000289805
Q9BVQ7	9606.ENSP00000305494
Q86WD7	9606.ENSP00000337133
Q96KW9	9606.ENSP00000283550
Q07617	9606.ENSP00000373450
Q9NPE6	9606.ENSP00000363391
Q96R06	9606.ENSP00000323300
O75602	9606.ENSP00000365811
O75391	9606.ENSP00000206020
Q99932	9606.ENSP00000340982
Q8N0X7	9606.ENSP00000414147
Q496A3	9606.ENSP00000424400
Q86XZ4	9606.ENSP00000448228
Q9UBP0	9606.ENSP00000480893
Q9UM82	9606.ENSP00000416799
Q8NEY3	9606.ENSP00000280191
Q9NWH7	9606.ENSP00000360913
Q9P0W8	9606.ENSP00000377176
Q6RVD6	9606.ENSP00000328149
Q9BWV2	9606.ENSP00000274432
P48595	9606.ENSP00000238508
Q96P15	9606.ENSP00000441497
Q96P63	9606.ENSP00000269491
Q9UIV8	9606.ENSP00000341584
Q8IY81	9606.ENSP00000396673
P29508	9606.ENSP00000283752
P48594	9606.ENSP00000343445
P36952	9606.ENSP00000372221
P35237	9606.ENSP00000484343
O75635	9606.ENSP00000381101
P50452	9606.ENSP00000381072
P50453	9606.ENSP00000370074
Q9H0A9	9606.ENSP00000291672
Q8NBT2	9606.ENSP00000465075
Q9HBM1	9606.ENSP00000282074
Q9Y6A9	9606.ENSP00000478310
Q15005	9606.ENSP00000263672
P61009	9606.ENSP00000427463
Q9HD40	9606.ENSP00000371535
Q5TCZ1	9606.ENSP00000348215
A1X283	9606.ENSP00000309714
Q8NFV5	9606.ENSP00000258704
Q495Y8	9606.ENSP00000421686
A6NKU9	9606.ENSP00000329565
A6NLX3	9606.ENSP00000329522
A6NIY4	9606.ENSP00000485398
P0CI01	9606.ENSP00000485230
O95238	9606.ENSP00000363149
Q96EA4	9606.ENSP00000265295
Q5MJ70	9606.ENSP00000335628
Q5MJ68	9606.ENSP00000366390
A6NHP3	9606.ENSP00000424058
Q9H9C1	9606.ENSP00000452181
Q9BSE5	9606.ENSP00000364986
P19623	9606.ENSP00000366156
Q9Y4P9	9606.ENSP00000369080
Q9C093	9606.ENSP00000348314
Q15772	9606.ENSP00000311684
Q8N4L4	9606.ENSP00000315554
Q76KD6	9606.ENSP00000366690
Q6UW49	9606.ENSP00000312284
O75934	9606.ENSP00000358554
O75940	9606.ENSP00000358616
Q96I25	9606.ENSP00000388638
Q8N0X2	9606.ENSP00000332592
Q6Q759	9606.ENSP00000337804
Q9NZD8	9606.ENSP00000204566
Q9UQ90	9606.ENSP00000268704
Q15513	9606.ENSP00000355649
Q9NYA1	9606.ENSP00000313681
Q9NRA0	9606.ENSP00000245222
P51688	9606.ENSP00000314606
P17947	9606.ENSP00000227163
Q99865	9606.ENSP00000364043
Q9BPZ2	9606.ENSP00000335008
O75830	9606.ENSP00000481699
Q01892	9606.ENSP00000471921
Q8N0Z3	9606.ENSP00000295872
Q8N5J4	9606.ENSP00000448580
Q14159	9606.ENSP00000297423
Q9Y657	9606.ENSP00000365019
Q5JUX0	9606.ENSP00000364054
Q56A73	9606.ENSP00000334163
Q08AE8	9606.ENSP00000387266
Q8WWL2	9606.ENSP00000367494
O43278	9606.ENSP00000342098
O43291	9606.ENSP00000301244
P49223	9606.ENSP00000217428
Q6UDR6	9606.ENSP00000279058
Q2M3C7	9606.ENSP00000375909
O95149	9606.ENSP00000454852
Q9NZQ3	9606.ENSP00000294129
Q9BUA3	9606.ENSP00000294244
Q9H2V7	9606.ENSP00000309945
Q8IVW8	9606.ENSP00000333292
Q6ZMD2	9606.ENSP00000347721
Q9NS26	9606.ENSP00000359550
Q9NS25	9606.ENSP00000405202
Q9NY87	9606.ENSP00000351884
Q9BXN6	9606.ENSP00000359546
Q9Y5K1	9606.ENSP00000360310
Q6ZMY3	9606.ENSP00000353670
Q9HCB6	9606.ENSP00000460236
Q9BUD6	9606.ENSP00000483599
Q6IQ16	9606.ENSP00000280098
O43791	9606.ENSP00000377001
Q13103	9606.ENSP00000168148
Q8TCT8	9606.ENSP00000261854
Q8TCT7	9606.ENSP00000478298
Q8IUH8	9606.ENSP00000332488
Q8TCT6	9606.ENSP00000288680
P35321	9606.ENSP00000357751
P22528	9606.ENSP00000306461
P35326	9606.ENSP00000376423
P35325	9606.ENSP00000357744
P22532	9606.ENSP00000357746
P22531	9606.ENSP00000357740
Q96RM1	9606.ENSP00000418193
Q9BYE4	9606.ENSP00000357737
P09486	9606.ENSP00000231061
Q7Z699	9606.ENSP00000299084
Q7Z698	9606.ENSP00000348753
Q2MJR0	9606.ENSP00000345405
P35270	9606.ENSP00000234454
Q14515	9606.ENSP00000414856
Q5BIV9	9606.ENSP00000433712
Q9UBC9	9606.ENSP00000330391
Q96PI1	9606.ENSP00000332163
Q9H040	9606.ENSP00000295050
Q8NCJ5	9606.ENSP00000301463
Q8WW59	9606.ENSP00000338034
Q5W111	9606.ENSP00000354774
P49903	9606.ENSP00000367893
Q9NUQ6	9606.ENSP00000482515
Q99611	9606.ENSP00000418669
Q96BD6	9606.ENSP00000330221
Q99619	9606.ENSP00000428338
Q6PJ21	9606.ENSP00000457206
Q96A44	9606.ENSP00000311609
P52788	9606.ENSP00000385746
Q7Z6I5	9606.ENSP00000335392
Q96N96	9606.ENSP00000398560
Q9BXB7	9606.ENSP00000341765
Q96L03	9606.ENSP00000355900
Q7Z5L4	9606.ENSP00000299140
Q8TB22	9606.ENSP00000006658
Q7Z572	9606.ENSP00000335612
Q8NHS9	9606.ENSP00000459580
Q9BR10	9606.ENSP00000361597
Q68D10	9606.ENSP00000337991
Q96LK8	9606.ENSP00000331532
Q96N06	9606.ENSP00000462996
Q537H7	9606.ENSP00000419160
Q5T0L3	9606.ENSP00000356912
A4D263	9606.ENSP00000297001
P63272	9606.ENSP00000225504
O00267	9606.ENSP00000470252
Q7KZ85	9606.ENSP00000319104
P02549	9606.ENSP00000357129
Q8NHX4	9606.ENSP00000388895
P11277	9606.ENSP00000451752
Q01082	9606.ENSP00000349259
O15269	9606.ENSP00000262554
O15270	9606.ENSP00000216484
Q9NUV7	9606.ENSP00000381968
Q96JI7	9606.ENSP00000261866
Q13813	9606.ENSP00000361824
O15020	9606.ENSP00000432568
Q9H254	9606.ENSP00000263373
Q9NRC6	9606.ENSP00000317790
Q969W0	9606.ENSP00000298130
Q8NFR3	9606.ENSP00000352097
Q8NCC5	9606.ENSP00000321498
Q5VSR9	9606.ENSP00000359524
Q5MJ10	9606.ENSP00000470584
Q5MJ09	9606.ENSP00000359534
Q5MJ08	9606.ENSP00000405210
Q5MJ07	9606.ENSP00000364661
Q9BT56	9606.ENSP00000256969
O43609	9606.ENSP00000481675
O43597	9606.ENSP00000366306
O43610	9606.ENSP00000302978
Q9C004	9606.ENSP00000344967
P21549	9606.ENSP00000302620
Q9BXG8	9606.ENSP00000369611
Q9Y6N5	9606.ENSP00000260324
Q13501	9606.ENSP00000374455
O15042	9606.ENSP00000418563
Q8N9Q2	9606.ENSP00000427401
Q9HD15	9606.ENSP00000337513
Q96JX3	9606.ENSP00000356071
Q8NEQ6	9606.ENSP00000332162
Q8WTU2	9606.ENSP00000275560
Q8N5C6	9606.ENSP00000263736
P36956	9606.ENSP00000348069
Q12772	9606.ENSP00000354476
Q9BX66	9606.ENSP00000360293
O94875	9606.ENSP00000347852
Q6ZRS2	9606.ENSP00000262518
Q86TD4	9606.ENSP00000382518
P23327	9606.ENSP00000252825
Q9C0H9	9606.ENSP00000484715
A1L4H1	9606.ENSP00000374274
P12931	9606.ENSP00000362680
Q96GP6	9606.ENSP00000477564
Q14162	9606.ENSP00000263071
Q8WXA9	9606.ENSP00000334538
Q8NEF9	9606.ENSP00000341324
P11831	9606.ENSP00000265354
P0DMP2	9606.ENSP00000477776
P0DJJ0	9606.ENSP00000478290
Q9UGK8	9606.ENSP00000265965
P10124	9606.ENSP00000242465
Q7Z6B7	9606.ENSP00000347198
O75044	9606.ENSP00000459615
O43295	9606.ENSP00000373347
Q9H3Y6	9606.ENSP00000217188
P49458	9606.ENSP00000305230
P37108	9606.ENSP00000267884
P09132	9606.ENSP00000424870
P61011	9606.ENSP00000451818
Q9UHB9	9606.ENSP00000312066
O76094	9606.ENSP00000342181
Q96SB4	9606.ENSP00000362931
P78362	9606.ENSP00000377262
Q9UPE1	9606.ENSP00000359119
P08240	9606.ENSP00000328023
Q9Y5M8	9606.ENSP00000418401
O60687	9606.ENSP00000362095
P78539	9606.ENSP00000367794
Q9UH36	9606.ENSP00000215917
Q8IYB3	9606.ENSP00000326261
Q9UQ35	9606.ENSP00000301740
A6NNA2	9606.ENSP00000480851
A7MD48	9606.ENSP00000267260
B3KS81	9606.ENSP00000476253
Q9BXP5	9606.ENSP00000480421
Q9GZT4	9606.ENSP00000339435
O75494	9606.ENSP00000420195
Q05519	9606.ENSP00000359988
Q8WXF0	9606.ENSP00000414302
Q07955	9606.ENSP00000258962
Q01130	9606.ENSP00000376276
P84103	9606.ENSP00000362820
Q08170	9606.ENSP00000362900
Q13243	9606.ENSP00000452123
Q13247	9606.ENSP00000244020
Q16629	9606.ENSP00000325905
Q9BRL6	9606.ENSP00000480140
Q13242	9606.ENSP00000229390
Q9UHV2	9606.ENSP00000350633
Q14140	9606.ENSP00000326933
Q9UJW9	9606.ENSP00000325414
Q9NUC0	9606.ENSP00000355979
A2A2V5	9606.ENSP00000325776
Q9BYN0	9606.ENSP00000371388
P81877	9606.ENSP00000483921
Q9BWW4	9606.ENSP00000360371
Q9BWG4	9606.ENSP00000270061
Q04837	9606.ENSP00000419665
P51649	9606.ENSP00000314649
Q9NQ55	9606.ENSP00000253107
Q8WYL5	9606.ENSP00000315713
Q76I76	9606.ENSP00000444743
Q8TE77	9606.ENSP00000312081
Q8WWF3	9606.ENSP00000297819
O43805	9606.ENSP00000313752
Q14714	9606.ENSP00000242729
P30872	9606.ENSP00000267377
P30874	9606.ENSP00000350198
P32745	9606.ENSP00000480971
P31391	9606.ENSP00000255008
P35346	9606.ENSP00000293897
P43307	9606.ENSP00000244763
P43308	9606.ENSP00000295702
P51571	9606.ENSP00000317331
Q9UNL2	9606.ENSP00000265044
Q08945	9606.ENSP00000278412
Q9NP77	9606.ENSP00000291386
Q9Y2M2	9606.ENSP00000439378
Q16384	9606.ENSP00000366118
Q99909	9606.ENSP00000298396
O60224	9606.ENSP00000469394
Q7RTT5	9606.ENSP00000298181
Q15532	9606.ENSP00000414516
Q9Y5Y6	9606.ENSP00000278742
Q9UEE5	9606.ENSP00000319192
O94768	9606.ENSP00000263955
O60284	9606.ENSP00000276480
P50225	9606.ENSP00000378972
P50226	9606.ENSP00000378992
P0DMM9	9606.ENSP00000378570
O43704	9606.ENSP00000308770
O00338	9606.ENSP00000319622
Q6IMI6	9606.ENSP00000333310
O75897	9606.ENSP00000272452
P49888	9606.ENSP00000226444
Q9HBF5	9606.ENSP00000453502
Q06520	9606.ENSP00000222002
O00204	9606.ENSP00000201586
Q8WU08	9606.ENSP00000381535
Q9NY57	9606.ENSP00000282908
Q86UX6	9606.ENSP00000298630
Q9Y2H1	9606.ENSP00000373684
Q9BR01	9606.ENSP00000332565
O94864	9606.ENSP00000336750
Q6IMI4	9606.ENSP00000384950
Q8TDW4	9606.ENSP00000350734
Q9NRC1	9606.ENSP00000265437
Q9Y365	9606.ENSP00000335247
Q9Y3M8	9606.ENSP00000338785
P42229	9606.ENSP00000341208
P51692	9606.ENSP00000293328
Q9NY15	9606.ENSP00000312946
Q8WWQ8	9606.ENSP00000373539
O95630	9606.ENSP00000377633
Q6ZMT1	9606.ENSP00000327509
Q96MF2	9606.ENSP00000329200
Q99469	9606.ENSP00000273183
Q8WVM7	9606.ENSP00000372689
Q8N3U4	9606.ENSP00000218089
Q9UJ98	9606.ENSP00000477973
Q96FJ0	9606.ENSP00000360994
Q92783	9606.ENSP00000366746
O75886	9606.ENSP00000263904
Q9ULZ2	9606.ENSP00000265404
Q14849	9606.ENSP00000337446
Q96DR4	9606.ENSP00000296632
Q9NSY2	9606.ENSP00000304032
P59095	9606.ENSP00000462349
Q9NQZ5	9606.ENSP00000338030
Q92502	9606.ENSP00000363727
Q9P2P6	9606.ENSP00000290607
P49675	9606.ENSP00000276449
P42224	9606.ENSP00000354394
P52630	9606.ENSP00000315768
P40763	9606.ENSP00000264657
Q14765	9606.ENSP00000376134
P42226	9606.ENSP00000300134
P02808	9606.ENSP00000246895
O95793	9606.ENSP00000360922
Q9NUL3	9606.ENSP00000428756
Q9Y2K9	9606.ENSP00000273666
O95210	9606.ENSP00000237642
P52823	9606.ENSP00000290271
O76061	9606.ENSP00000265087
Q9UHE8	9606.ENSP00000297205
Q8NFT2	9606.ENSP00000378119
Q658P3	9606.ENSP00000376822
Q687X5	9606.ENSP00000369419
Q6NZ63	9606.ENSP00000384370
Q13285	9606.ENSP00000362690
Q8IWL8	9606.ENSP00000443168
Q15468	9606.ENSP00000360944
Q13586	9606.ENSP00000478059
Q9P246	9606.ENSP00000417569
Q86TL2	9606.ENSP00000422941
Q86WV6	9606.ENSP00000331288
P31948	9606.ENSP00000351646
O94804	9606.ENSP00000176763
Q15831	9606.ENSP00000324856
O75716	9606.ENSP00000386928
P49842	9606.ENSP00000364482
Q9Y6E0	9606.ENSP00000365730
O00506	9606.ENSP00000325748
Q9P289	9606.ENSP00000377867
Q9BXU1	9606.ENSP00000348132
Q9BYT3	9606.ENSP00000416750
Q8TDR2	9606.ENSP00000370891
Q9NRP7	9606.ENSP00000295709
Q15208	9606.ENSP00000229812
Q9UEW8	9606.ENSP00000348278
Q13188	9606.ENSP00000429744
Q8N2I9	9606.ENSP00000362222
Q13043	9606.ENSP00000361892
Q8NE28	9606.ENSP00000361025
H3BQB6	9606.ENSP00000455698
Q9UBI4	9606.ENSP00000442478
Q9UJZ1	9606.ENSP00000348886
Q8TAV4	9606.ENSP00000368952
P16949	9606.ENSP00000410452
Q93045	9606.ENSP00000429243
Q9NZ72	9606.ENSP00000359070
E0CX11	9606.ENSP00000425996
Q9H668	9606.ENSP00000224950
P27105	9606.ENSP00000286713
Q9Y6Q2	9606.ENSP00000384615
Q8WXE9	9606.ENSP00000450857
Q6ZVD7	9606.ENSP00000298596
Q9P2F5	9606.ENSP00000311257
P09430	9606.ENSP00000236979
Q05952	9606.ENSP00000325738
Q9H6E5	9606.ENSP00000308000
Q5TH74	9606.ENSP00000363530
Q8N412	9606.ENSP00000295268
Q8N7X2	9606.ENSP00000373583
Q8N801	9606.ENSP00000408527
O95772	9606.ENSP00000009041
Q9BX79	9606.ENSP00000456609
Q7Z7C7	9606.ENSP00000275764
Q7RTN6	9606.ENSP00000336655
Q9C0K7	9606.ENSP00000194530
Q9Y3F4	9606.ENSP00000392270
Q96SI9	9606.ENSP00000415968
Q7RTU9	9606.ENSP00000401513
Q13033	9606.ENSP00000350071
Q9NRL3	9606.ENSP00000375777
O43815	9606.ENSP00000263918
Q5VSL9	9606.ENSP00000358810
Q9ULQ0	9606.ENSP00000249344
P08842	9606.ENSP00000217961
P46977	9606.ENSP00000376472
Q8TCJ2	9606.ENSP00000295770
Q69YW2	9606.ENSP00000355752
O60499	9606.ENSP00000466298
O75558	9606.ENSP00000356540
Q86Y82	9606.ENSP00000363054
O14662	9606.ENSP00000360183
P56962	9606.ENSP00000259400
Q9P2W9	9606.ENSP00000305810
Q8N4C7	9606.ENSP00000320679
Q16623	9606.ENSP00000222812
P61266	9606.ENSP00000215095
P32856	9606.ENSP00000376178
Q13277	9606.ENSP00000338562
Q12846	9606.ENSP00000317714
Q13190	9606.ENSP00000294179
O43752	9606.ENSP00000258301
O15400	9606.ENSP00000356918
Q9UNK0	9606.ENSP00000305255
P61764	9606.ENSP00000362399
Q15833	9606.ENSP00000413606
O00186	9606.ENSP00000359025
Q6ZWJ1	9606.ENSP00000365530
Q5T5C0	9606.ENSP00000321826
Q8NFX7	9606.ENSP00000324302
Q6J9G0	9606.ENSP00000075503
Q9Y6J8	9606.ENSP00000248600
Q8WUJ0	9606.ENSP00000346599
P53597	9606.ENSP00000377446
Q9P2R7	9606.ENSP00000367923
Q96I99	9606.ENSP00000419325
Q9HAC7	9606.ENSP00000338475
Q9UBS9	9606.ENSP00000356696
Q9BXA5	9606.ENSP00000355156
Q9UMX1	9606.ENSP00000358918
Q8IWZ8	9606.ENSP00000247001
Q8IX01	9606.ENSP00000472286
Q06330	9606.ENSP00000345206
P14410	9606.ENSP00000264382
Q8IWU6	9606.ENSP00000260128
Q8IWU5	9606.ENSP00000353007
Q8NBK3	9606.ENSP00000272902
Q8NBJ7	9606.ENSP00000341938
P63165	9606.ENSP00000376077
P61956	9606.ENSP00000405965
Q6EEV6	9606.ENSP00000318635
O94901	9606.ENSP00000384015
Q9UH99	9606.ENSP00000385616
Q8TAQ9	9606.ENSP00000297325
Q8TC36	9606.ENSP00000348496
P51687	9606.ENSP00000377668
O75486	9606.ENSP00000360515
Q15526	9606.ENSP00000361042
Q15527	9606.ENSP00000361032
O15260	9606.ENSP00000361057
O75683	9606.ENSP00000361092
Q6UWL2	9606.ENSP00000363382
Q9UGT4	9606.ENSP00000351075
Q96L08	9606.ENSP00000364621
Q5VX71	9606.ENSP00000344219
O60279	9606.ENSP00000308727
Q92537	9606.ENSP00000344424
Q8IYB8	9606.ENSP00000352678
O43463	9606.ENSP00000337976
Q9H5I1	9606.ENSP00000346997
Q15022	9606.ENSP00000316578
Q7L0J3	9606.ENSP00000358142
Q7L1I2	9606.ENSP00000377779
Q496J9	9606.ENSP00000423541
Q8N300	9606.ENSP00000361599
Q4LDE5	9606.ENSP00000384917
O95425	9606.ENSP00000348128
Q8NHG7	9606.ENSP00000346130
Q8N434	9606.ENSP00000405482
Q8N4V2	9606.ENSP00000479104
Q2M3V2	9606.ENSP00000367965
A6NEL2	9606.ENSP00000334879
Q53LP3	9606.ENSP00000365830
A6NJG2	9606.ENSP00000340975
Q6NVH7	9606.ENSP00000310008
Q9BRV3	9606.ENSP00000357389
Q1ZZU3	9606.ENSP00000316609
Q9UH65	9606.ENSP00000315630
Q5T5J6	9606.ENSP00000356470
P49588	9606.ENSP00000261772
Q5JTZ9	9606.ENSP00000244571
Q96A49	9606.ENSP00000369500
Q9NX95	9606.ENSP00000407118
A8MT33	9606.ENSP00000367911
Q5T4T6	9606.ENSP00000283141
P49589	9606.ENSP00000369897
Q8N0S2	9606.ENSP00000341282
Q6PIF2	9606.ENSP00000293695
A1L190	9606.ENSP00000385480
Q9HA77	9606.ENSP00000257347
Q0VAF6	9606.ENSP00000325564
Q15431	9606.ENSP00000358535
Q9BX26	9606.ENSP00000350162
Q8IZU3	9606.ENSP00000376658
Q9UQF0	9606.ENSP00000419945
P60508	9606.ENSP00000420174
P14868	9606.ENSP00000264161
Q6ZW31	9606.ENSP00000341489
Q5VT97	9606.ENSP00000340594
Q6PI48	9606.ENSP00000355086
Q5JPH6	9606.ENSP00000395196
P07814	9606.ENSP00000355890
Q9HCS7	9606.ENSP00000351137
O95926	9606.ENSP00000236273
Q9Y285	9606.ENSP00000320309
Q9NSD9	9606.ENSP00000281828
O95363	9606.ENSP00000316335
Q96PV0	9606.ENSP00000403636
P49590	9606.ENSP00000230771
P41252	9606.ENSP00000364794
Q9NSE4	9606.ENSP00000355889
P57105	9606.ENSP00000256366
Q15046	9606.ENSP00000325448
Q9P2J5	9606.ENSP00000377954
Q15031	9606.ENSP00000408576
P56192	9606.ENSP00000262027
Q96GW9	9606.ENSP00000282276
Q92797	9606.ENSP00000245934
A6NDD5	9606.ENSP00000331474
P17600	9606.ENSP00000295987
Q92777	9606.ENSP00000480050
O14994	9606.ENSP00000351614
Q9H7C4	9606.ENSP00000386439
O43776	9606.ENSP00000256854
Q8NF91	9606.ENSP00000356224
Q8WXH0	9606.ENSP00000350719
Q6ZMZ3	9606.ENSP00000334308
Q8N205	9606.ENSP00000316130
O15061	9606.ENSP00000336775
Q9H7V2	9606.ENSP00000366058
O43426	9606.ENSP00000409667
O15056	9606.ENSP00000347792
Q96I59	9606.ENSP00000281038
Q9UMS6	9606.ENSP00000306015
Q8N3V7	9606.ENSP00000377789
Q8TBG9	9606.ENSP00000418994
Q9UMZ2	9606.ENSP00000483453
Q9H987	9606.ENSP00000378289
P08247	9606.ENSP00000263233
Q16563	9606.ENSP00000011473
Q5VXT5	9606.ENSP00000358888
Q7L3T8	9606.ENSP00000360327
P47897	9606.ENSP00000307567
P54136	9606.ENSP00000231572
Q5T160	9606.ENSP00000358549
Q8N2H4	9606.ENSP00000243918
P49591	9606.ENSP00000234677
Q9NP81	9606.ENSP00000472847
Q6XYQ8	9606.ENSP00000228567
Q9BT88	9606.ENSP00000357307
Q8IV01	9606.ENSP00000377520
Q7L8C5	9606.ENSP00000020926
Q8NB59	9606.ENSP00000355986
Q9BQS2	9606.ENSP00000363441
Q17RD7	9606.ENSP00000478637
Q9BSW7	9606.ENSP00000347538
P21579	9606.ENSP00000261205
Q8N9I0	9606.ENSP00000356236
Q9BQG1	9606.ENSP00000340914
Q9H2B2	9606.ENSP00000255224
O00445	9606.ENSP00000346265
Q5T7P8	9606.ENSP00000477344
O43581	9606.ENSP00000444201
Q8NBV8	9606.ENSP00000371394
Q86SS6	9606.ENSP00000324419
A2RTX5	9606.ENSP00000338093
P26639	9606.ENSP00000387710
Q8IYJ3	9606.ENSP00000440704
Q9HCH5	9606.ENSP00000318803
Q4VX76	9606.ENSP00000483936
Q96C24	9606.ENSP00000362080
Q8TDW5	9606.ENSP00000395220
Q9BW92	9606.ENSP00000358060
P37840	9606.ENSP00000338345
Q16143	9606.ENSP00000308057
O76070	9606.ENSP00000361087
P26640	9606.ENSP00000364815
Q5ST30	9606.ENSP00000441000
Q86TM6	9606.ENSP00000366395
P23381	9606.ENSP00000347495
Q9UGM6	9606.ENSP00000235521
P54577	9606.ENSP00000362576
Q9Y2Z4	9606.ENSP00000320658
Q7Z422	9606.ENSP00000383866
Q5T011	9606.ENSP00000457168
Q96A25	9606.ENSP00000483246
Q9NUM4	9606.ENSP00000379901
Q9BVX2	9606.ENSP00000400471
Q9Y5J6	9606.ENSP00000254616
Q3SY00	9606.ENSP00000484252
Q9NUJ3	9606.ENSP00000335595
Q8N4U5	9606.ENSP00000299045
Q5H9J9	9606.ENSP00000392879
Q9BXJ8	9606.ENSP00000473983
A0PK00	9606.ENSP00000404991
Q9BXQ6	9606.ENSP00000329318
Q9H061	9606.ENSP00000306887
Q8IUX1	9606.ENSP00000351737
A2VDJ0	9606.ENSP00000386787
Q24JP5	9606.ENSP00000005286
Q14DG7	9606.ENSP00000299308
Q8N3T6	9606.ENSP00000410852
Q14C87	9606.ENSP00000408581
Q6IEE7	9606.ENSP00000316532
Q86TG1	9606.ENSP00000387292
A6NC51	9606.ENSP00000320757
B9EJG8	9606.ENSP00000420919
Q8N4L1	9606.ENSP00000326244
Q8IW70	9606.ENSP00000393161
Q9NX61	9606.ENSP00000162044
Q8NDZ6	9606.ENSP00000426354
Q8WVE7	9606.ENSP00000454404
Q5T4T1	9606.ENSP00000368737
Q96HP8	9606.ENSP00000417626
Q3YBM2	9606.ENSP00000410269
Q8NBL3	9606.ENSP00000281961
H3BS89	9606.ENSP00000456594
Q6ZVK1	9606.ENSP00000450958
Q7Z7N9	9606.ENSP00000333697
Q8IXX5	9606.ENSP00000356211
Q6ZMB5	9606.ENSP00000297477
Q9Y519	9606.ENSP00000355210
Q9NVA4	9606.ENSP00000296582
Q8NFB2	9606.ENSP00000471932
Q9H7F4	9606.ENSP00000453399
P0C7N4	9606.ENSP00000481358
Q86VY9	9606.ENSP00000376224
Q69YZ2	9606.ENSP00000428544
A6NKL6	9606.ENSP00000463375
B2RXF0	9606.ENSP00000395244
Q8NBD8	9606.ENSP00000350050
Q15714	9606.ENSP00000397435
O75157	9606.ENSP00000354543
Q99576	9606.ENSP00000361458
Q9Y3Q8	9606.ENSP00000300181
P48775	9606.ENSP00000444788
Q5JRV8	9606.ENSP00000310110
Q8WV15	9606.ENSP00000364502
P52657	9606.ENSP00000379372
P29083	9606.ENSP00000283875
P29084	9606.ENSP00000348168
P35269	9606.ENSP00000377969
P13984	9606.ENSP00000340823
Q6P1K8	9606.ENSP00000422907
Q9NYW0	9606.ENSP00000240619
Q9NYV9	9606.ENSP00000375095
Q9NYV8	9606.ENSP00000441949
Q9NYV7	9606.ENSP00000249284
P59542	9606.ENSP00000375091
P59543	9606.ENSP00000441624
P59541	9606.ENSP00000444736
P59538	9606.ENSP00000375093
P59533	9606.ENSP00000448219
P59534	9606.ENSP00000405095
P59535	9606.ENSP00000386210
P59536	9606.ENSP00000386201
Q7RTR8	9606.ENSP00000334050
P59537	9606.ENSP00000431719
P59540	9606.ENSP00000436450
P59544	9606.ENSP00000424040
P59551	9606.ENSP00000327724
Q96EM0	9606.ENSP00000247194
Q9Y228	9606.ENSP00000355991
Q96CE8	9606.ENSP00000296059
Q96DZ7	9606.ENSP00000273695
P30408	9606.ENSP00000304277
Q53R12	9606.ENSP00000303028
P48230	9606.ENSP00000305852
O14894	9606.ENSP00000270560
Q9ULZ0	9606.ENSP00000485635
Q9Y2B4	9606.ENSP00000361811
Q96A56	9606.ENSP00000344215
Q8IXH6	9606.ENSP00000363943
Q9NYW7	9606.ENSP00000371932
Q9NYW6	9606.ENSP00000247879
Q9NYW5	9606.ENSP00000247881
Q9NYW4	9606.ENSP00000247883
Q9NYW3	9606.ENSP00000240687
Q9NYW2	9606.ENSP00000240615
Q9NYW1	9606.ENSP00000240691
P21731	9606.ENSP00000393333
Q96RJ0	9606.ENSP00000275216
Q9P1P5	9606.ENSP00000356908
O14804	9606.ENSP00000258034
Q96RI8	9606.ENSP00000275198
Q969N4	9606.ENSP00000275200
Q96RI9	9606.ENSP00000424607
Q15750	9606.ENSP00000216160
Q9NYJ8	9606.ENSP00000356426
Q8N5C8	9606.ENSP00000368215
Q8N9U0	9606.ENSP00000387882
O75410	9606.ENSP00000321703
O95359	9606.ENSP00000358001
Q9Y6A5	9606.ENSP00000326550
P09758	9606.ENSP00000360269
Q9BSH4	9606.ENSP00000258975
P40200	9606.ENSP00000283285
O75478	9606.ENSP00000481091
Q86TJ2	9606.ENSP00000308022
Q96BN2	9606.ENSP00000356848
O75528	9606.ENSP00000307684
Q13148	9606.ENSP00000240185
Q12962	9606.ENSP00000299424
Q15544	9606.ENSP00000354633
Q16514	9606.ENSP00000263974
Q15543	9606.ENSP00000355051
Q15573	9606.ENSP00000339976
Q53T94	9606.ENSP00000263663
Q15572	9606.ENSP00000455265
Q9H5J8	9606.ENSP00000410409
Q8IZX4	9606.ENSP00000418379
P21675	9606.ENSP00000406549
Q6P1X5	9606.ENSP00000367406
Q5VWG9	9606.ENSP00000340271
Q92750	9606.ENSP00000269142
O00268	9606.ENSP00000252996
