PA37438	P31946
PA162387867	Q5VYP0
PA162387890	Q5VU36
PA164719932	Q5VVP1
PA162387900	Q8IWB4
PA134886884	Q6ZUB1
PA35889	P78382
PA35890	P78381
PA35891	Q9Y2D2
PA134971555	Q96G79
PA134947136	Q9BS91
PA134864001	P78383
PA134927864	Q8TB61
PA134889889	Q9H1N7
PA134922110	Q969S0
PA32850	Q9NQQ7
PA134978757	Q9NTN3
PA134909604	Q76EJ3
PA134876893	Q5M8T2
PA134916810	Q96K37
PA128394684	Q7Z769
PA134883803	Q6ICL7
PA134985447	Q5T1Q4
PA134945023	Q8IXU6
PA134938022	Q8IY50
PA134959551	A4IF30
PA134953009	Q8WV83
PA134913368	Q8N357
PA134933626	Q2M3R5
PA134946375	Q8TBE7
PA134902447	Q8N808
PA134875980	P0C7Q5
PA24756	Q96KT7
PA134919830	P0C7Q6
PA134870308	Q7Z2H8
PA134899820	Q495M3
PA134875494	Q495N2
PA134908925	Q6YBV0
PA37772	Q9H2H9
PA37773	Q96QD8
PA38281	Q99624
PA37908	Q969I6
PA38289	Q8WUX1
PA134932150	Q8IZM9
PA162403772	Q9NVC3
PA162403773	A6NNN8
PA162403774	Q8NBW4
PA162403738	Q9HBR0
PA162403771	Q08AI6
PA37465	Q9NY26
PA38202	Q9NP94
PA38203	Q9BRY0
PA38204	Q6P5W5
PA134872687	Q6ZMH5
PA134905551	Q13433
PA29305	Q92504
PA134931507	Q9C0K1
PA134889179	Q9NUM3;C4N9M8
PA134944068	Q9ULF5;Q05C42
PA25581	Q8N1S5
PA134956205	Q504Y0
PA134948414	Q96H72
PA134863701	Q15043
PA128394666	Q8TE82;B3KWX8
PA134951912	Q8TF17
PA35805	Q9NP59
PA134889327	Q8IVJ1;B2RMP2;B3KWH2
PA134931432	Q96JW4
PA134878151	Q96GZ6
PA134924689	Q8NBI5
PA134897756	Q9UMX9
PA32981	Q96JT2
PA162403791	Q7Z3Q1
PA162403808	Q96FL8
PA162403847	Q86VL8
PA143485534	Q6UXD7
PA37810	Q6U841
PA38139	Q8NBS3
PA35898	Q9Y6R1;A5JJ20
PA164742397	Q9BY07
PA35899	Q9Y6M7
PA35900	Q2Y0W8
PA134991217	Q9NWF4
PA134982935	Q9HAB3
PA25764	Q9NQ40
PA36112	P18405
PA36113	P31213
PA134901772	P61619;B3KME8;B3KNF6
PA134861382	Q9H9S3;Q8TC24;B3KQ68
PA134958806	Q8N2U9
PA134941925	Q8N755
PA143485331	A1A4F0
PA35907	P48066
PA35908	P48065;B3KWG3
PA35909	Q9NSD5
PA35910	Q9UN76
PA37799	Q9H2J7;Q9NW50;Q8IXG2
PA37800	Q9GZN6
PA134941636	Q9H1V8
PA134982449	Q96N87
PA134968815	Q695T7
PA134865308	Q9NP91
PA134950036	Q8N1H7
PA134980828	Q8TCU3
PA142670913	Q8TBB6
PA142670912	Q96CW6
PA34924	P35542
PA142670959	Q96ER3
PA34925	Q9NTJ5
PA134927878	Q9Y2H2
PA37943	Q9HBV2
PA38101	Q8IXA5
PA38141	Q8TDM5
PA145147917	W5XKT8;Q71RG4
PA25983	Q96E40
PA34927	Q9NZJ4
PA162402387	Q9UBE0
PA162407583	Q9UBT2
PA34928	Q15424
PA134987683	Q14151
PA134909712	Q9NXZ1
PA24637	O43865
PA162376046	Q96HN2
PA24636	P23526
PA34932	Q9NSC2
PA34934	Q9Y467
PA34935	Q9BXA9
PA34936	Q9UJQ4
PA25678	Q9BYL1
PA134968665	Q96NU1
PA134993493	Q8N8I0;B8ZZB7
PA142670952	Q5VXD3
PA142670953	Q8IZD0
PA134903169	Q9P1V8
PA142670954	Q9Y512
PA25949	Q8IVG5
PA134987831	Q70HW3
PA34937	Q6SPF0
PA134880481	Q8N6K7
PA134888862	Q5TGI4
PA134861212	Q7Z3H4
PA134868247	Q96LT4
PA25948	Q5K651
PA34938	Q9Y3Z3;Q59H15
PA34939	Q9NSI8
PA24877	P02743
PA162380700	Q1RMZ1
PA34940	O00422
PA34941	O75446
PA28752	P17900
PA134974558	Q5SSQ6
PA134959870	Q86UD0
PA162400215	Q6NUJ1
PA33845	P07602
PA34942	Q9NR31;Q5SQT9
PA34943	Q9Y6B6
PA142670779	Q96BY9
PA35942	O00631
PA34944	Q9UL12;A8K596
PA142672500	Q9BW04
PA134971180	Q6SZW1
PA165513309	P82979
PA34948	Q15020
PA162408779	Q9NQZ2
PA142670950	Q6UVJ0
PA134984521	O94885
PA162402388	O75995
PA134955731	Q9NV23
PA162402389	P21673
PA134979941	Q96F10
PA34951	Q01826
PA128394624	Q9UPW6;Q59FT3;B3KPQ9
PA134969637	Q86VE3
PA35829	P43007;Q53F03
PA134875018	Q9H4B6
PA162386652	Q8IYX7
PA162386665	Q658L1
PA134978742	Q9Y3A5
PA134887617	Q52WX2
PA134967986	A3KN83
PA162402390	Q9Y2G9
PA35641	Q13228
PA164725649	Q93073
PA144596385	Q6UWP8
PA164717487	Q8IVN8
PA162402586	P67812
PA162402587	Q9BY50
PA162402611	O15027
PA162402680	Q96JE7
PA134921956	Q96IW7
PA35623	O75396
PA134952972	Q9BRL7
PA35624	Q15436
PA35625	Q15437;B4DJW8
PA35626	O95486
PA35627	O95487
PA35628	P53992
PA35629	O94855;A8K6V0
PA164725574	Q4G0G5
PA162402737	O94979
PA162402792	Q9NQW1
PA308	P13866
PA35902	P31639
PA35903	P53794
PA35904	Q9NY91
PA35905	Q92911
PA379	Q9Y289;Q9HD19
PA37838	Q9GZV3
PA134989874	Q8N695
PA134949681	Q2M3M2
PA134940254	A0PJK1
PA134923660	Q8WWX8
PA134873929	Q1EHB4
PA34957	O75845
PA134888963	P60468
PA134939045	P60059
PA309	P30531
PA310	P23975
PA311	Q01959
PA312	P31645;B2R7Y7
PA35911	Q9Y345;Q4VAM4
PA35912	P31641
PA35914	Q99884
PA35915	P48029;Q59EV7
PA35916	P48067
PA134903281	O95104
PA128394587	Q9UPN6;Q8NDE9;Q05BU5
PA35700	Q99590
PA165586233	Q8N9R8
PA34976	O15126
PA34977	O15127
PA34978	O14828
PA134983341	Q969E2
PA134962580	Q8TAC9
PA162402512	Q9BY12;Q6NSF1
PA162402461	Q12770
PA38775	Q6AZY7
PA142670948	Q6ZMJ2
PA134991458	Q9Y6X3
PA134934692	Q86SK9;Q86UC8
PA34986	O95171
PA134946073	Q8WVM8
PA134953686	Q8WU76
PA30129	P21583
PA26462	P05060
PA34987	P13521
PA34988	Q8WXD2
PA162378517	Q6UWF3
PA147357369	Q96NL6
PA134979359	Q96I15
PA134978257	Q6NUK1
PA134952319	Q6KCM7
PA134932456	Q9BV35
PA134870272	Q96GD3;B3KMZ7
PA34998	Q9UN30
PA34999	Q9UQR0
PA134946179	Q8N228
PA301	P35498
PA302	Q07699
PA35004	Q99250
PA303	O60939;Q5U0K8
PA35005	Q9NY46;Q9C007
PA130546912	Q9NY72
PA35006	P35499
PA35007	Q8IWT1;B0YJ93
PA304	Q14524;Q86V90
PA35008	Q01118
PA35009	Q9UQD0
PA35010	Q15858
PA35000	Q9Y5Y9
PA35001	Q9UI33
PA34979	P57086;Q9NZG6
PA162402460	Q6R2W3
PA134958437	Q9BWG6
PA305	P37088
PA306	P51168;B2R812
PA35011	P51172
PA307	P51170;A5X2V1
PA35012	O75880
PA35013	O43819
PA134972148	Q9UIL1
PA32855	P55809
PA38360	Q9BYC2
PA25788	Q9UJQ7
PA142670949	Q8NBX0
PA97	Q8WTV0
PA35038	Q14108
PA165664478	O75711;Q6FGG5
PA134936275	Q14160;A0PJK8
PA134874373	Q12765
PA134964266	Q96FV2
PA134974313	Q0VDG4
PA35015	Q9BWW7
PA35016	Q9NQ03
PA35630	Q8WVN6
PA35018	P47872;Q8IV17
PA35019	Q8IWY4;Q6ZS56
PA134908812	Q9NQ36
PA134977856	Q8IX30
PA142670943	Q7RTU7
PA31812	Q96KG9
PA134887807	Q6P3W7
PA134961441	Q9NVU7
PA35588	P18827
PA35589	P34741
PA35590	O75056
PA35591	P31431
PA35592	O00560
PA38033	Q9H190
PA35601	Q86SQ7
PA142672506	Q6IQ49
PA35602	P48061
PA35604	Q9HCN8
PA35603	Q99470;Q6IBU4
PA35605	P31040
PA35606	P21912
PA165394270	A6NFY7
PA165543618	Q9NX18
PA134976380	Q9NRP4
PA134932684	Q5VUM1
PA35616	P20132;Q8WW81
PA134957188	Q7Z5N4
PA134981456	Q58EX2
PA143485626	Q9H7L9
PA134862016	Q96GA7
PA35639	Q9UBV2;Q3ZCU6
PA162402870	Q5TEA6
PA165664479	Q68CR1
PA35681	Q9BYH1;B7ZLJ8
PA134924025	Q6UXD5
PA134863749	Q96T21
PA35620	P55735
PA25392	Q12981
PA162402849	Q99442
PA134936990	Q9UGP8
PA35017	P09683
PA38428	O76038
PA134912135	Q96EE3
PA142670935	Q9H4I8
PA142671916	P57772
PA25495	Q8IZQ5
PA38079	Q9NZV5
PA35644	Q14242
PA35673	P63302
PA35749	P60896;Q6IBB7
PA35645	Q14563
PA35646	Q13214
PA35647	Q99985
PA35648	O95025
PA35649	O15041
PA35650	Q13275
PA142670937	Q9NS98
PA35651	Q9H3S1
PA35653	Q9C0C4
PA35654	Q92854
PA35656	O95754
PA35657	Q9NTN9
PA35658	Q13591
PA35659	Q9P283
PA35660	Q9H2E6
PA35661	Q9H3T3
PA35662	Q9H3T2
PA134951035	Q8NFY4
PA35663	O75326
PA35664	P04279
PA35665	Q02383
PA162407135	Q8WW01;B1ALV0
PA142670695	Q8NCE0
PA134871088	Q9BSV6
PA142670692	Q7Z6J9
PA134947038	Q9P0U3;Q6N001;Q7Z3G1
PA134955185	Q9HC62
PA134933213	Q9H4L4
PA134917083	Q96HI0
PA134893291	Q9GZR1;B3KMM0
PA134925171	Q9BQF6
PA134866772	Q96LD8;A8K8D3
PA134918683	Q9P0V9
PA128394688	Q9NVA2
PA162402916	Q8IYM1
PA162402917	Q6ZU15
PA35672	P49908
PA28003	Q12884
PA24354	Q8WYJ6
PA31535	Q15019
PA24355	Q9UH03
PA33487	O43236
PA33486	Q99719
PA134941944	Q14141;Q548C9;Q541S4
PA26253	Q16181;Q3B7A3
PA134879270	Q92599
PA31132	Q9UHD8
PA33264	O43175
PA33928	P78330
PA134973249	Q9NRX5
PA134933002	Q96SA4
PA36418	Q13530
PA142670936	A6NH21
PA38698	Q86VE9
PA128395782	Q9Y617
PA35675	O75920
PA35677	P84101
PA162402942	Q9Y6X1
PA162402953	Q8N6R1
PA164725650	A8MV23
PA35034	P50454
PA38534	Q86VW0;B3KTX3
PA134927596	Q9Y6P5
PA134882791	P58004
PA134914983	P58005
PA143485466	Q8N4B1
PA143485467	Q6ICB4
PA128394556	O15047
PA143485611	Q9UPS6
PA35679	Q15047
PA134956285	Q96T68
PA37982	Q9Y6X0
PA143485612	Q9BYW2
PA134883013	Q86TU7
PA25814	Q9NVD3
PA143485613	Q9C0A6
PA143485614	Q8TBK2
PA143485615	Q8WTS6
PA162380099	Q8NE22
PA35680	Q53H47
PA24751	Q7Z333
PA35678	Q01105;Q5VXV3
PA38065	Q53EL9
PA37533	Q15637
PA35683	Q15459
PA35684	Q15428;Q05DF2
PA35685	Q12874;B3KY12
PA35686	O75533;Q7Z497;A0JLT9
PA35687	Q13435
PA35688	Q15393;A8K6V3
PA35689	Q15427
PA134951632	Q9BWJ5
PA142670930	A8K8P3
PA35711	Q8IWL1
PA35690	P23246;Q86VG2
PA162402459	Q9H7N4
PA134989928	Q86XK3
PA35692	Q8N474
PA35693	Q96HF1;B3KSM5
PA28377	Q92765
PA35694	Q6FHJ7
PA35695	Q5T4F7
PA35706	Q12872
PA134962126	Q8WV19
PA142670928	O95562
PA142670929	Q587I9
PA35710	Q8IWL2;B4DNP6
PA164725669	Q6UW10
PA164725680	P0C7M3
PA35715	P35247
PA38090	Q9H9B4
PA38091	Q96NB2
PA38092	Q9BWM7
PA38093	Q6P4A7
PA38088	Q8TD22
PA162404366	Q6PDA7
PA37894	Q08648
PA34990	O95968
PA34991	O95969
PA142670946	Q6XE38
PA34992	O75556
PA34993	Q13296
PA34994	Q96QR1
PA34995	Q96PL1;Q2L6B3
PA35716	Q16586
PA35717	Q16585;Q5U0N0
PA35718	Q92629
PA35719	O43556
PA35720	Q13326
PA38378	Q96LD1
PA144596468	Q96ES7
PA134909202	Q9BQI5
PA162403013	O00141
PA37824	Q9HBY8
PA35722	Q96BR1;Q5H9Q5
PA164725706	Q99720;A2A3U5
PA143485635	Q5BJF2
PA134988556	Q5FBB7;B5BUA4
PA134901462	Q562F6;B7Z7S9
PA35725	O95470
PA134884424	Q9BX95
PA134956234	Q8IWX5
PA162403086	Q2NKQ1
PA162403141	O43147;B9A6J3
PA162403194	Q96HU1;B9A6J5
PA134880121	Q9Y2Z0
PA35727	O43765
PA134957805	Q96EQ0
PA35728	O60880
PA142670926	O14796
PA35729	Q9NP31;Q5UBZ2;Q5UBZ3
PA38192	Q9BRG2;A8K2M8
PA134891945	Q9H788
PA134943660	Q5SQS7
PA145148084	Q9NRF2;B4DLN5;B3KNV5
PA145148106	O14492
PA145148124	Q9UQQ2;Q59H48
PA38191	Q8N5H7;B4DG32
PA142670927	Q6ZV89
PA162403243	Q7Z4S9
PA164725681	A6NKC9
PA162403244	Q5HYK7
PA142672497	A4FU49
PA35734	Q9P0V3
PA35730	P55822
PA35736	Q99961;Q6FGM0
PA35737	Q99962;Q7Z376;Q8IZ09
PA35738	Q99963
PA37822	Q96B97;Q5JPT6
PA35731	O75368
PA37978	Q9UJC5
PA37979	Q9H299
PA134915904	Q7Z6J0
PA134944983	Q8TEC5;Q08AM8
PA162403291	Q8TEJ3
PA128394643	Q96HL8
PA37965	Q9Y566
PA37867	Q9UPX8;C0SPH0
PA35745	P04278;B0FWH2
PA35744	Q15464
PA35746	P29353
PA134971076	P98077
PA134913435	Q92529
PA142670917	Q6S5L8
PA134921007	Q9NP50
PA134931125	Q8NEM2
PA142670918	Q96IW2
PA142670919	Q5VZ18
PA162378809	Q9NUL5
PA35752	Q15465
PA29887	Q92835
PA29888	O15357
PA134954640	Q8TBC3
PA162386717	Q6UWV7
PA162386728	A6NKW6
PA35739	Q9Y371
PA35740	Q9NR46
PA145149476	Q8IYI0
PA134926879	Q86V20
PA134876692	Q5VXU9;Q6ZU10
PA37960	Q9UQ13
PA134973737	A0MZ66
PA35756	O60902
PA134978644	O15266
PA25603	Q9BZQ2
PA162403312	Q9UHJ6
PA134880315	Q149N8;B3KX98
PA34006	P78324
PA142670921	Q6PI26
PA147357345	Q2M3G4
PA24916	Q13796
PA147357295	Q8TF72;B3KY47
PA147357321	Q9ULL8
PA142670925	Q9H0F6;Q6PJD5
PA162403292	Q6UWI4
PA162403293	A0PJX4
PA162403294	Q96DD7
PA162403295	Q8N114
PA165432740	Q6ZSJ9
PA165394299	A6NL88
PA165378367	B8ZZ34
PA165450677	B4DS77
PA164721896	Q3SXP7
PA162387008	P58511
PA134940118	O43166
PA134933243	Q9P2F8
PA134866783	O60292;Q8IUV1
PA134958548	Q9Y274
PA35764	Q11201
PA35765	Q16842;B3KXG9
PA35766	Q11206;Q6IBE6
PA134935906	Q9NSC7;Q9NXQ7
PA35769	Q9UJ37
PA134984080	Q8NDV1
PA38250	Q9H4F1;A8K7N4
PA134924485	Q9BVH7
PA134891331	Q969X2
PA35770	Q92185
PA35771	Q92186;B2R9U8
PA37864	O43173;Q59GW3
PA35772	Q92187
PA38249	O15466;B3KSU2
PA134909138	P61647
PA142670922	Q9HAT2
PA35759	Q8IUQ4
PA35760	O43255
PA164725697	Q8IW03
PA29590	P21815
PA134978885	Q9NR45
PA35762	P15907
PA35763	Q96JF0
PA35768	Q11203;B4DX62;Q96L53
PA35773	Q9UNP4
PA134923837	Q9NXL6
PA134910333	Q8NBJ9
PA38004	Q96LC7;B7ZL06
PA38005	Q96RL6
PA37966	Q96PQ1
PA162403331	Q08ET2
PA162403350	Q6ZMC9
PA142670915	Q6IA17
PA165393060	Q8N7X8
PA35775	O15389
PA35776	O43699
PA35777	Q9Y286
PA35778	Q9NYZ4
PA35779	Q9Y336
PA164725717	P57059
PA164725750	Q9H0K1
PA165543631	Q9Y2K2
PA165752371	Q9BRV8
PA142670916	Q9H173
PA162379760	Q96QK8
PA162380269	Q7Z3B0
PA35782	P81133
PA165663312	Q8N5G0
PA165393200	O75264
PA25922	Q86T20
PA35783	Q14190
PA144596506	Q8NDZ2
PA38674	Q9BPZ7
PA134993567	Q96ST3
PA134909030	O75182
PA35785	Q96FS4
PA37935	Q96EB6;A8K128
PA35786	Q8IXJ6
PA37936	Q9NTG7
PA37937	Q9Y6E7
PA37938	Q9NXA8
PA37939	Q8N6T7
PA37940	Q9NRC8
PA38051	O00241;Q5TFQ8
PA164742382	Q5JXA9;B3KTG0
PA34008	Q9H106
PA38034	Q9P1W8
PA142670914	Q9Y3P8
PA162403351	O15304
PA35787	Q15475
PA35788	Q9NPC8;Q8TBA2
PA35789	O95343
PA35790	Q9UIU6
PA35791	Q8N196
PA35792	O95475;Q6P051
PA165429102	Q96BD8
PA165432792	Q8WVK7
PA165505498	Q8IX90
PA162403362	Q86WV1
PA162403393	O75563
PA134895025	Q9Y448
PA162377645	Q1XH10
PA35797	P12757
PA35798	Q15477;Q9NPK3
PA35796	P12755
PA165479509	P84550
PA162403424	P63208
PA35801	Q13309
PA134893343	Q5T5P2
PA35917	P30825
PA35928	P19634;B2RAH2
PA35929	Q9UBY0
PA316	P48764
PA35933	Q6AI14
PA35934	Q14940;Q9NSW9
PA35935	Q92581
PA38200	Q96T83
PA134924114	Q9Y2E8
PA134889062	Q8IVB4
PA162397486	Q4ZJI4
PA162397515	Q86UD5
PA134914619	Q4G0N8
PA134865165	Q5TAH2;B3KXW8
PA35803	Q13291
PA26242	Q9UIB8
PA134959277	Q96DU3
PA134977110	Q9NQ25
PA134983606	Q9P0V8
PA134993219	Q96A28;Q6NSE6
PA162403440	Q8ND83;Q7L0J2
PA162403457	Q9P270
PA35802	Q13239
PA38231	Q9H6Q3
PA35804	Q14493;Q53XR2
PA35893	Q07837
PA145008337	Q9BRT9
PA134911523	Q9BQI6
PA162387411	Q8IX21
PA144596357	Q08AF3
PA28675	P01286
PA134944423	Q96PX8
PA134968225	Q9H156;B3KTY4
PA134958002	O94933
PA134926932	Q8IW52
PA134885524	O94991
PA134928433	Q9H5Y7
PA162380784	Q68CJ6
PA134892132	Q9GZT3
PA35938	O75093;A6H8V1
PA35939	O94813
PA35940	O75094
PA35941	Q9H2G2
PA38179	Q14BN4
PA144596358	Q7Z7L1
PA144596359	Q8IYM2
PA144596360	Q68D06
PA144596361	P0C7P3
PA144596362	Q499Z3
PA35944	P03973
PA142670898	Q9NWH9
PA128394574	O95391
PA134936818	P55000
PA142671738	Q9BQ83
PA25801	Q5VYV7
PA134983583	Q8IY92
PA30524	Q15797
PA134959722	Q15796;Q53XR6
PA30526	P84022
PA30527	Q13485
PA30528	Q99717;Q68DB7
PA30529	O43541
PA134875286	O15105
PA30531	O15198
PA128394596	Q9UPU9;Q8WW19
PA143485607	Q5PRF9
PA165513352	Q0VAQ4
PA164717227	Q9BSF0
PA35952	Q9NZC9
PA134893764	Q8IYB5
PA162403939	Q8WU79
PA143485353	O00193
PA29731	P38935
PA134898464	Q9UHJ3
PA134866013	Q5VUG0
PA35961	Q14683
PA35962	Q8NDV3
PA37833	O95347;Q05BV1;Q6IPS5;Q7Z2X1;Q05D74;B3KMB1
PA26966	Q9UQE7
PA37834	Q9NTJ3
PA134993662	Q8IY18
PA134892702	Q96SB8
PA35947	P28370;Q86UA8
PA35948	P51531;Q56A76;Q8N9Q1
PA35950	P51532;Q9HBD4;A7E2E1;B3KNW7
PA35951	O60264
PA35959	Q969G3
PA142672378	Q147U7
PA162378005	A2RU48
PA144596494	Q9NRQ5
PA38266	Q8TEV9
PA164742464	P62314
PA36000	P62316
PA36001	P62318
PA128394689	Q9NPB0
PA164725852	Q96Q15
PA143485617	Q9UPR3
PA25605	Q92540;Q6TV06
PA142672219	Q8ND04
PA162378734	Q9H0W8
PA128395776	A6NHR9
PA142672359	Q96E16
PA162378613	Q3B7S5
PA165660222	Q9BZL3
PA165696922	Q8WVI0
PA144596475	Q9BQ49
PA134961667	Q96KF7
PA35967	Q16637
PA134942329	Q9H4F8
PA134934590	Q9H3U7
PA25701	Q9NWM0
PA35968	Q99835
PA35971	Q9UHP9
PA38824	Q99954
PA33805	P02814;Q504X8
PA35954	Q92922;Q58EY4
PA35955	Q8TAQ2
PA134954731	Q9H4L7
PA35956	Q96GM5
PA35957	Q92925
PA35958	Q6STE5
PA134950467	Q8NCR6
PA162403042	Q86VZ5
PA162403069	Q8NHU3
PA36153	P61278
PA145007828	Q2TAL5
PA35975	P53814
PA134903890	Q2TAY7;A0MNN4
PA134987175	Q9HCE7
PA134985524	Q9HAU4;Q96DE7
PA142670895	Q53HV7
PA134862943	Q8NB12
PA134930268	Q9NRG4
PA37972	Q9H7B4
PA134925431	Q8IYR2
PA34190	Q6GMV2
PA162403886	Q6IEE8
PA31443	P54920
PA31444	Q9H115
PA31445	Q99747;Q6FHY4
PA35977	O95863
PA35945	O43623
PA134988226	Q3KNW1
PA162404012	O95295
PA24366	Q16613
PA35987	Q9Y6H5
PA162404053	Q7KZF4
PA134946370	Q8TER0
PA35953	Q12824;Q9H836
PA142670892	Q96H20
PA36280	O43759
PA36281	O43760
PA36283	O43761
PA36284	O95473
PA142670893	Q8TAD8;B1AK66
PA35991	O75324
PA162379659	Q6UX34
PA35979	O00161;A8K287
PA35980	P60880
PA35981	O95721
PA164725983	Q5SQN1
PA35982	Q16533;B2RC42
PA35983	Q13487
PA35984	Q92966
PA35985	Q5SXM2
PA37967	O75971
PA38053	O15079
PA164726099	Q9BV90
PA164726114	Q8WVK2;A8K513
PA164726132	Q96DI7;A0MNP2
PA164726157	Q6IEG0
PA142670894	Q9NRH2
PA35993	P09012
PA36007	Q13424
PA164726205	A6NMZ2
PA36008	Q13884
PA36009	Q13425
PA37806	Q9NSN8
PA37807	Q9NY99
PA36010	Q9Y675
PA34947	O43290
PA134905136	Q53GS9
PA134883977	Q13573
PA37950	Q9Y5X0;Q8N5Z3
PA37951	Q9Y5W9
PA37952	Q9UMY4;Q3SYF1
PA129697240	Q9Y5W8;Q86XC4
PA129840867	Q9Y5W7
PA37953	Q9NRS6
PA134972049	P57768
PA37954	Q15036
PA162404304	Q96RF0
PA134904352	Q92543
PA36011	Q13596
PA162404311	Q7Z614
PA25703	Q969T3;Q05DJ0;Q8WY78
PA134897329	Q96L94
PA134980773	Q9Y343
PA134988505	Q9H3E2;B3KTI8
PA134969143	Q96L92
PA162404312	Q8TEQ0
PA36012	O60749;B3KN57
PA142670889	Q5VWJ9
PA162404313	Q8N9S9
PA162404314	Q86XE0
PA162404345	Q8WV41
PA36013	O60493
PA36014	O95219;Q9H398
PA37945	Q9Y5X3
PA37946	Q9UNH7
PA37947	Q9UNH6
PA37948	Q9Y5X2
PA37949	Q9Y5X1
PA35976	Q9BZZ2
PA328	P46721
PA134865839	Q9Y6L6;Q05CV5
PA35844	Q9NPD5
PA37815	Q9NYB5
PA35840	Q92959
PA35845	O94956
PA35837	Q9UIG8
PA35838	Q96BD0
PA134892408	Q6ZQN7
PA134948571	Q9H2Y9;B3KUC7
PA134949852	Q86UG4
PA36015	P35610
PA36016	O75908
PA142670910	Q3KNW5
PA162404346	A7XYQ1;Q24K27
PA134863068	O15524;Q4JHT5
PA128394542	O14508
PA134885765	O14543;Q6FI39
PA164742477	Q8WXH5;Q5H9R6
PA134884627	O75159
PA134917653	O14544
PA164742488	O14512
PA334	P00441
PA36018	P08294
PA36017	P04179
PA25657	O94964
PA134983080	Q5TF21
PA134899168	Q5JUK2
PA144596273	Q9NX45
PA28672	P01242
PA171	P01241;B1A4G6;B1A4G9;B1A4G7
PA36020	P18583
PA134861284	Q8WY21;B3KVZ0;B3KWN9
PA134902026	Q96PQ0
PA134949387	Q9UPU3
PA36117	P30626
PA36022	Q92673
PA36023	Q99523
PA36024	Q07889
PA36025	Q07890
PA143485567	Q9BQ15
PA143485566	Q96AH0
PA134937603	Q6X4U4;A4D125
PA134992982	Q9NRY2
PA37809	Q9BQB4
PA36027	P56693
PA36028	P35716
PA36035	O15370
PA36029	Q9UN79
PA36030	O95416
PA36033	O60248
PA38296	Q9H6I2
PA36031	P35713
PA36026	O00570
PA36034	Q9Y651
PA36032	P48431
PA134876614	O94993
PA36036	P41225
PA36037	Q06945
PA36038	P35711
PA38137	P35712
PA38307	Q9BT81
PA36040	P57073
PA36041	P48436
PA33332	Q9P0Z9
PA36043	P23497;Q68DS7;Q6ZMK3
PA35104	Q9HB58
PA143485608	Q9H0E3
PA38205	Q13342;B4DVW8;Q8IWJ1
PA164726206	Q9H930
PA36251	Q9Y5B9
PA36047	Q15506
PA36042	P08047
PA134896852	P0C7V6
PA134985241	Q8NEM7
PA36044	Q02086
PA144596386	Q9HAJ7
PA36045	Q02447;B7ZLN9;Q59FX5;Q86TP0
PA36046	Q02446
PA134875843	Q6BEB4
PA37892	Q3SY56;B3KXP2
PA134917046	Q8TDD2
PA134893390	Q8IXZ3
PA164726207	P0CG40
PA134988362	Q86U17
PA134863157	Q8IW75
PA165660551	Q86W54
PA162404411	Q8IUW3
PA134923477	Q9BVQ7
PA134880636	Q8N4H0
PA38077	Q86WD7
PA147358486	Q96KW9
PA36049	Q07617
PA36050	Q9NPE6
PA134868542	Q96R06
PA36051	O75602
PA36052	O75391
PA37843	Q99932
PA134871645	Q8N0X7
PA134922278	Q496A3
PA134871579	Q86XZ4
PA36063	Q9UBP0
PA37910	Q5VX52
PA37909	Q9UM82;A8K0S9;B4DID4
PA38232	Q8NEY3
PA38312	Q9NWH7
PA134907300	Q9P0W8
PA134977227	Q6RVD6
PA134900368	Q9BWV2
PA35510	P48595
PA37860	Q96P15
PA37859	Q96P63
PA35512	Q9UIV8
PA28419	Q8IY81
PA35538	P29508
PA35539	P48594
PA35515	P36952
PA35516	P35237
PA37825	O75635
PA35517	P50452
PA35519	P50453
PA25851	Q9H0A9
PA162404412	Q8NBT2
PA162404413	Q9HBM1
PA134972486	Q9Y6A9
PA128394559	Q15005
PA134910080	P61009
PA162402915	Q9HD40
PA134956816	Q5TCZ1;B3KPL1
PA134864119	A1X283
PA38135	Q8NFV5
PA164726233	Q495Y8
PA164726234	A6NKU9
PA164726235	A6NLX3
PA164726251	A6NIY4
PA134993886	O95238
PA144596466	Q96EA4
PA134954857	Q5MJ70
PA144596271	Q5MJ68
PA165479332	Q9H9C1;Q6IA61
PA24619	Q9BSE5
PA36120	P19623
PA162404432	Q9Y4P9
PA162404451	Q9C093
PA142672598	Q15772
PA162404476	Q8N4L4
PA142672222	Q0P670
PA134907641	Q76KD6
PA37980	Q6UW49
PA25285	O75934;B2R7W3
PA134990780	O75940
PA134860993	Q96I25;Q5W009
PA134887898	Q8N0X2;Q4G1A2
PA142670888	Q6Q759
PA134921126	Q9NZD8
PA36067	Q9UQ90
PA145021510	Q15513
PA36070	Q9NYA1;Q53ZR5
PA38719	Q9NRA0
PA35726	P51688
PA36071	P17947
PA162404530	Q9BPZ2
PA35513	O75830
PA36072	Q01892
PA142672168	Q8N0Z3
PA134897775	Q8N5J4
PA142671636	Q14159
PA162404504	Q9Y657
PA134909757	Q5JUX0
PA162404539	Q56A73
PA134895885	Q08AE8
PA134926582	Q8WWL2
PA36076	O43278
PA36077	O43291
PA36078	P49223
PA25679	Q6UDR6
PA162404477	Q2M3C7
PA34611	O95149
PA134872724	Q9NZQ3
PA162377769	Q9BUA3
PA162404561	Q9H2V7
PA162404590	Q8IVW8
PA162404621	Q6ZMD2
PA37870	Q9NS26
PA37871	Q9NS25
PA37873	Q9NY87
