hsa:7529	P31946;V9HWD6
hsa:6640	Q13424
hsa:132203	A6NMZ2
hsa:6641	Q13884
hsa:6645	Q13425;A0A024R732
hsa:54212	Q9NSN8;A0A024R7Y0;B2RA84
hsa:54221	Q9NY99
hsa:9092	O43290
hsa:10713	Q53GS9
hsa:22938	Q13573
hsa:29887	Q9Y5X0;B4DJM0;A0A024RA70
hsa:29916	Q9Y5W9
hsa:29934	Q9UMY4
hsa:23161	Q9Y5W8;A0A024R9Z9;Q86XC4
hsa:57231	Q9Y5W7
hsa:29907	Q9NRS6;E5KQS5
hsa:64089	P57768
hsa:9784	Q15036
hsa:112574	Q96RF0
hsa:399979	Q92543
hsa:6642	Q13596
hsa:124460	Q7Z614
hsa:90203	Q969T3
hsa:79856	Q96L94;A0A024R5Y5
hsa:28966	Q9Y343
hsa:83891	Q9H3E2
hsa:81609	Q96L92
hsa:92017	Q8TEQ0
hsa:6643	O60749
hsa:401548	Q5VWJ9
hsa:169166	Q8N9S9
hsa:254122	Q86XE0
hsa:257364	Q8WV41
hsa:8724	O60493
hsa:8723	O95219
hsa:27131	Q9Y5X3
hsa:58533	Q9UNH7;A0A0A0MRI2
hsa:51375	Q9UNH6;E9PNL2;B4DP69
hsa:29886	Q9Y5X2
hsa:51429	Q9Y5X1
hsa:6614	Q9BZZ2
hsa:6579	P46721;A0A024RAT5
hsa:10599	Q9Y6L6;A0A024RAU7;Q05CV5
hsa:28234	Q9NPD5;B3KP78
hsa:338821	G3V0H7
hsa:53919	Q9NYB5
hsa:6578	Q92959
hsa:11309	O94956;A0A024R5I4
hsa:28232	Q9UIG8
hsa:28231	Q96BD0
hsa:353189	Q6ZQN7
hsa:81796	Q9H2Y9;B3KUC7
hsa:133482	Q86UG4;A0A140VJU7
hsa:6646	P35610
hsa:8435	O75908
hsa:345274	Q3KNW5
hsa:55084	A7XYQ1;Q24K27
hsa:8651	O15524;Q4JHT5
hsa:8835	O14508;A0A024RBD2
hsa:9021	O14543;Q6FI39
hsa:122809	Q8WXH5;Q5H9R6
hsa:9655	O75159
hsa:9306	O14544;A0A024R379
hsa:30837	O14512
hsa:6647	P00441;V9HWC9
hsa:6649	P08294;A0A140VJU8
hsa:6648	P04179;A0A384NL29
hsa:140710	O94964
hsa:387104	Q5TF21;A5PLQ8
hsa:402381	Q5JUK2
hsa:100526761	Q9NX45
hsa:54937	Q9NX45
hsa:2689	P01242;A0A0M6L0J9
hsa:2688	P01241;B1A4G6
hsa:6651	P18583
hsa:114815	Q8WY21;B3KWN9
hsa:57537	Q96PQ0
hsa:22986	Q9UPU3;Q86XB2
hsa:6717	P30626;B4DHQ6
hsa:6653	Q92673;A0A024R3H2
hsa:6272	Q99523
hsa:6654	Q07889
hsa:6655	Q07890
hsa:79035	Q9BQ15;A0A024RB89
hsa:64859	Q96AH0
hsa:25928	Q6X4U4;A4D125
hsa:58493	Q9NRY2
hsa:50964	Q9BQB4
hsa:6663	P56693;A0A024R1N6
hsa:6664	P35716
hsa:6666	O15370
hsa:9580	Q9UN79
hsa:8403	O95416
hsa:6665	O60248
hsa:64321	Q9H6I2
hsa:54345	P35713
hsa:6656	O00570
hsa:11166	Q9Y651
hsa:6657	P48431;A0A0U3FYV6
hsa:11063	O94993
hsa:6658	P41225
hsa:6659	Q06945
hsa:6660	P35711;A0A024RB06
hsa:55553	P35712
hsa:83595	Q9BT81
hsa:30812	P57073
hsa:6662	P48436
hsa:51268	Q9P0Z9
hsa:6672	P23497
hsa:3431	Q9HB58
hsa:79595	Q9H0E3
hsa:11262	Q13342;B4DVW8;Q8IWJ1
hsa:93349	Q9H930
hsa:11198	Q9Y5B9
hsa:53340	Q15506;A0A172Q397
hsa:6667	P08047
hsa:170067	P0C7V6
hsa:55578	Q8NEM7
hsa:6668	Q02086
hsa:79685	Q9HAJ7
hsa:6670	Q02447;Q86TP0
hsa:6671	Q02446
hsa:389058	Q6BEB4
hsa:80320	Q3SY56;B3KXP2
hsa:121340	Q8TDD2
hsa:221833	Q8IXZ3;A8K350
hsa:100131390	P0CG40
hsa:256394	Q86U17
hsa:145264	Q8IW75
hsa:202051	Q86W54
hsa:124044	Q8IUW3
hsa:79029	Q9BVQ7
hsa:55064	Q8N4H0
hsa:327657	Q86WD7
hsa:122258	Q96KW9
hsa:6674	Q07617
hsa:6676	Q9NPE6
hsa:10615	Q96R06
hsa:9576	O75602;A0A140VJU9
hsa:9552	O75391
hsa:26206	Q99932;A0A140VJV0
hsa:23111	Q8N0X7;A0A024RDV9
hsa:158376	A0A1B0GVQ0
hsa:221409	Q496A3
hsa:65244	Q86XZ4;A0A024R101
hsa:6683	Q9UBP0;E5KRP5
hsa:100505741	Q5VX52
hsa:9825	Q9UM82;A8K0S9
hsa:132851	Q8NEY3
hsa:54558	Q9NWH7;A0A140VJV1
hsa:55812	Q9P0W8;V9HVY9
hsa:83890	Q9BWV2;A0A140VJV2
hsa:5273	P48595;B2RC45
hsa:89778	Q96P15;F5GYW9;A9UKE9
hsa:89777	Q96P63
hsa:5275	Q9UIV8
hsa:117246	Q8IY81
hsa:6317	P29508
hsa:6318	P48594
hsa:5268	P36952;A0A024R2B6
hsa:5269	P35237;A0A024QZX3
hsa:8710	O75635
hsa:5271	P50452;A0A024R2B1
hsa:5272	P50453;A0A024QZT4
hsa:84221	Q9H0A9
hsa:147841	Q8NBT2
hsa:57405	Q9HBM1
hsa:28972	Q9Y6A9
hsa:9789	Q15005
hsa:60559	P61009
hsa:51091	Q9HD40
hsa:9644	Q5TCZ1;B3KPL1
hsa:285590	A1X283
hsa:285955	Q8NFV5
hsa:441273	Q495Y8;I6XC90
hsa:441272	A6NKU9
hsa:388333	A6NLX3
hsa:442590	A6NIY4
hsa:729597	P0CI01
hsa:25803	O95238
hsa:54908	Q96EA4
hsa:245711	Q5MJ70;A0A384MTT5
hsa:387778	Q5MJ68
hsa:100310812	A6NHP3
hsa:63894	Q9H9C1;Q6IA61
hsa:79814	Q9BSE5
hsa:6723	P19623
hsa:25876	Q9Y4P9
hsa:79925	Q9C093;A0A140VKD0
hsa:100996693	A0A087WV53
hsa:10290	Q15772
hsa:374768	Q8N4L4
hsa:201243	Q0P670
hsa:375686	Q76KD6
hsa:246777	Q6UW49
hsa:10286	O75934;B2R7W3
hsa:10285	O75940
hsa:84991	Q96I25;Q5W009
hsa:79582	Q8N0X2;B4DYB5;Q4G1A2
hsa:200162	Q6Q759
hsa:51324	Q9NZD8;A0A024R5Y1
hsa:6687	Q9UQ90
hsa:8877	Q9NYA1;Q53ZR5
hsa:56848	Q9NRA0;A0A024QZH5
hsa:6448	P51688
hsa:6688	P17947
hsa:54466	Q99865;A0A024R9W1
hsa:474343	Q9BPZ2;A0A024R9Y9
hsa:5276	O75830;B4DDY9
hsa:6689	Q01892;A0A024R4I5
hsa:152185	Q8N0Z3
hsa:121599	Q8N5J4
hsa:23514	Q14159
hsa:10927	Q9Y657;A0A024R297
hsa:169981	Q5JUX0
hsa:139886	Q56A73
hsa:56907	Q08AE8
hsa:84501	Q8WWL2
hsa:6692	O43278
hsa:10653	O43291
hsa:10816	P49223
hsa:391253	Q6UDR6;A0A384P5R1
hsa:80309	Q2M3C7
hsa:10073	O95149
hsa:51517	Q9NZQ3
hsa:144097	Q9BUA3
hsa:83985	Q9H2V7
hsa:124976	Q8IVW8
hsa:201305	Q6ZMD2
hsa:30014	Q9NS26
hsa:728712	Q9NS26
hsa:728695	Q9NS25
hsa:64663	Q9NY87
hsa:64648	Q9BXN6
hsa:23626	Q9Y5K1
hsa:90853	Q6ZMY3
hsa:10418	Q9HCB6
hsa:10417	Q9BUD6
hsa:339745	Q6IQ16
hsa:8405	O43791
hsa:6694	Q13103
hsa:84888	Q8TCT8
hsa:56928	Q8TCT7
hsa:162540	Q8IUH8
hsa:121665	Q8TCT6;Q9UG23
hsa:6698	P35321
hsa:6699	P22528
hsa:6700	P35326
hsa:6701	P35325
hsa:6703	P22532
hsa:6704	P22531
hsa:6705	Q96RM1
hsa:6706	Q9BYE4
hsa:6678	P09486
hsa:161742	Q7Z699
hsa:200734	Q7Z698;B3KPL5
hsa:399473	Q2MJR0;B9EKV1
hsa:6697	P35270
hsa:8404	Q14515
hsa:503542	Q5BIV9
hsa:6707	Q9UBC9
hsa:163778	Q96PI1
hsa:83932	Q9H040;A0A024R3U2
hsa:84926	Q8NCJ5;A0A024RAX4
hsa:283377	Q8WW59
hsa:57213	Q5W111;A0A024RDT6
hsa:22929	P49903
hsa:26010	Q9NUQ6;A0A024R3V0
hsa:22928	Q99611
hsa:80176	Q96BD6;A0A024R4G8
hsa:84727	Q99619
hsa:90864	Q6PJ21
hsa:92369	Q96A44
hsa:6611	P52788
hsa:353324	Q7Z6I5;A0A140VJV7
hsa:221178	Q96N96;A0A024RDM6
hsa:83893	Q9BXB7;A0A140VJV8
hsa:128153	Q96L03
hsa:219938	Q7Z5L4;A0A140VKB6
hsa:64847	Q8TB22
hsa:374955	Q7Z572
hsa:84690	Q8NHS9;A0A140VJV9
hsa:128497	Q9BR10
hsa:144108	Q68D10
hsa:124783	Q96LK8
hsa:124045	Q96N06
hsa:149643	Q537H7
hsa:284680	Q5T0L3
hsa:6827	P63272
hsa:6829	O00267
hsa:6830	Q7KZ85
hsa:6708	P02549
hsa:130560	Q8NHX4
hsa:6710	P11277
hsa:6711	Q01082;B2ZZ89
hsa:10558	O15269;A0A024R277;Q6NUL7
hsa:9517	O15270;A0A024R6H1
hsa:55304	Q9NUV7
hsa:80208	Q96JI7
hsa:6709	Q13813
hsa:6712	O15020
hsa:57731	Q9H254
hsa:51332	Q9NRC6
hsa:171546	Q969W0
hsa:165679	Q8NFR3;Q6ZWB5
hsa:84255	Q8NCC5
hsa:494118	Q5VSR9
hsa:494119	Q5MJ10
hsa:139067	Q5MJ09
hsa:441525	Q5MJ08
hsa:494197	Q5MJ07
hsa:80763	Q9BT56
hsa:10252	O43609
hsa:10253	O43597
hsa:10251	O43610;Q6ZUP3
hsa:81848	Q9C004
hsa:189	P21549
hsa:84654	Q9BXG8;A0A140VKA5
hsa:58472	Q9Y6N5;A0A024R5X2
hsa:8878	Q13501
hsa:23350	O15042
hsa:285672	Q8N9Q2
hsa:10011	Q9HD15
hsa:84947	Q96JX3
hsa:149563	Q8NEQ6
hsa:136853	Q8WTU2
hsa:55133	Q8N5C6
hsa:6720	P36956
hsa:6721	Q12772;A0A024R1Q0
hsa:10580	Q9BX66
hsa:8470	O94875
hsa:2017	Q14247;Q53HG7
hsa:10847	Q6ZRS2
hsa:6345	Q86TD4;B3KPP4
hsa:3270	P23327
hsa:80725	Q9C0H9
hsa:284297	A1L4H1
hsa:6714	P12931
hsa:91179	Q96GP6
hsa:8578	Q14162;A8K6Z5
hsa:140890	Q8WXA9
hsa:153443	Q8NEF9
hsa:6722	P11831;A0A024RD16
hsa:653464	P0DJJ0
hsa:26297	Q9UGK8;A8K8C1
hsa:5552	P10124
hsa:57522	Q7Z6B7
hsa:23380	O75044;B4DFE5
hsa:9901	O43295
hsa:6725	Q9H3Y6
hsa:6726	P49458
hsa:6727	P37108
hsa:6728	P09132
hsa:6729	P61011
hsa:6730	Q9UHB9
hsa:6731	O76094;V9HWK0
hsa:6732	Q96SB4
hsa:6733	P78362;A0A024R704
hsa:26576	Q9UPE1
hsa:6734	P08240
hsa:58477	Q9Y5M8;Q549N5
hsa:27286	O60687
hsa:8406	P78539
hsa:402055	Q9UH36
hsa:10250	Q8IYB3;A0A0S2Z4W1
hsa:23524	Q9UQ35;A0A140VK53
hsa:84530	A7MD48;V5T9A0
hsa:100170229	B3KS81;Q4G0Z0
hsa:51593	Q9BXP5
hsa:63826	Q9GZT4;Q3ZK31;Q8N3F4
hsa:10772	O75494;A0A0S2Z504
hsa:9295	Q05519
hsa:135295	Q8WXF0
hsa:6426	Q07955
hsa:6427	Q01130;A0A024R8U5;Q53FN0
hsa:6428	P84103;B2R6F3
hsa:6429	Q08170
hsa:6430	Q13243;A0A024R6D8
hsa:6431	Q13247
hsa:6432	Q16629
hsa:10929	Q9BRL6;A0A024R3A8
hsa:8683	Q13242
hsa:29950	Q9UHV2;Q53GC0
hsa:9792	Q14140
hsa:29946	Q9UJW9;A0A024R0N2
hsa:56256	Q9NUC0
hsa:400120	A2A2V5
hsa:140809	Q9BYN0
hsa:6736	Q05066;A7WPU8
hsa:23635	P81877
hsa:23648	Q9BWW4
hsa:170463	Q9BWG4
hsa:6742	Q04837;A4D1U3
hsa:7915	P51649;X5DQN2
hsa:56342	Q9NQ55
hsa:692312	Q9NQ55;A0A0B4J1V8
hsa:54434	Q8WYL5
hsa:85464	Q76I76
hsa:54961	Q8TE77;A0A024R5J4
hsa:136263	Q8WWF3;A4D1L0
hsa:8636	O43805;A0A024R8G6
hsa:8082	Q14714
hsa:6751	P30872;Q86SW9
hsa:6752	P30874
hsa:6753	P32745
hsa:6754	P31391
hsa:6755	P35346
hsa:6745	P43307
hsa:6746	P43308
hsa:6748	P51571
hsa:6747	Q9UNL2
hsa:6749	Q08945;A0A024R4Z6
hsa:29101	Q9NP77
hsa:51066	Q9Y2M2;A0A024R2D2
hsa:6756	Q16384
hsa:6757	Q16385
hsa:727837	Q16385
hsa:10214	Q99909
hsa:548313	O60224
hsa:6759	O60224
hsa:6758	O60225
hsa:280658	Q7RTT5;A0A024R019
hsa:6760	Q15532;A0A024RC40
hsa:6768	Q9Y5Y6
hsa:9263	Q9UEE5
hsa:9262	O94768;Q53QE7
hsa:9705	O60284
hsa:6817	P50225
hsa:6799	P50226
hsa:445329	P0DMM9;P0DMN0;Q1ET61
hsa:6818	P0DMM9;P0DMN0;Q1ET61
hsa:27284	O43704
hsa:6819	O00338
hsa:442038	Q6IMI6
hsa:27233	O75897
hsa:6783	P49888;Q53X91
hsa:6822	Q06520;A8K015
hsa:6820	O00204
hsa:202374	Q8WU08
hsa:55351	Q9NY57;B2R9M8
hsa:282974	Q86UX6;A0A140VJW0;B7Z7J1
hsa:23012	Q9Y2H1
hsa:25830	Q9BR01
hsa:9913	O94864
hsa:391365	Q6IMI4;A0A0C4DG03
hsa:54879	Q8TDW4
hsa:7982	Q9NRC1;X5DRA0
hsa:10809	Q9Y365;A0A024R5L8
hsa:90627	Q9Y3M8;A0A024RDV4
hsa:6776	P42229;A0A384N5W4;A8K6I5;Q59GY7
hsa:6777	P51692
hsa:23166	Q9NY15
hsa:55576	Q8WWQ8
hsa:10617	O95630;A0A140VK54
hsa:342667	Q6ZMT1;D0IN09
hsa:246329	Q96MF2;A0A024RB38
hsa:6769	Q99469;Q8WUK8
hsa:10274	Q8WVM7;Q4LE48
hsa:10735	Q8N3U4;Q6MZM3
hsa:10734	Q9UJ98
hsa:57559	Q96FJ0
hsa:8027	Q92783
hsa:10254	O75886
hsa:26228	Q9ULZ2;A0A024RD91
hsa:55620	Q9UGK3
hsa:10948	Q14849
hsa:134429	Q96DR4
hsa:80765	Q9NSY2
hsa:147323	P59095
hsa:56910	Q9NQZ5
hsa:9754	Q92502
hsa:57519	Q9P2P6
hsa:6770	P49675;Q6IBK0
hsa:6772	P42224
hsa:6773	P52630;R9QE65
hsa:6774	P40763
hsa:6775	Q14765
hsa:6778	P42226
hsa:6779	P02808
hsa:6780	O95793;Q59F99;B3KRE0
hsa:27067	Q9NUL3
hsa:9515	Q9Y2K9
hsa:8987	O95210
hsa:6781	P52823
hsa:8614	O76061;Q6FHC9
hsa:26872	Q9UHE8
hsa:261729	Q8NFT2;Q6YPB2;B3KS24
hsa:55240	Q658P3
hsa:79689	Q687X5
hsa:256227	Q6NZ63
hsa:2516	Q13285;F1D8R8
hsa:246744	Q8IWL8
hsa:6491	Q15468
hsa:6786	Q13586
hsa:57620	Q9P246;B3KUB5
hsa:375346	Q86TL2
hsa:340061	Q86WV6
hsa:10963	P31948;V9HW72
hsa:6793	O94804
hsa:6794	Q15831;A0A0S2Z4D1
hsa:8576	O75716
hsa:8859	P49842
hsa:8428	Q9Y6E0
hsa:10494	O00506;A0A024R4B2
hsa:51765	Q9P289
hsa:56164	Q9BXU1
hsa:65975	Q9BYT3
hsa:140901	Q8TDR2
hsa:27148	Q9NRP7;A0A140VJW1
hsa:11329	Q15208;A0A024RD18
hsa:27347	Q9UEW8
hsa:6788	Q13188;A0A384MR07
hsa:83931	Q8N2I9
hsa:6789	Q13043
hsa:169436	Q8NE28
hsa:401236	H3BQB6
hsa:9399	Q9UBI4
hsa:30968	Q9UJZ1
hsa:161003	Q8TAV4
hsa:3925	P16949
hsa:11075	Q93045
hsa:50861	Q9NZ72
hsa:81551	Q9H169
hsa:647087	E0CX11
hsa:79991	Q9H668
hsa:2040	P27105;A0A024R882
hsa:11037	Q9Y6Q2
hsa:286749	Q9Y6Q2;A0A0A6YYG5
hsa:85439	Q8WXE9
hsa:219736	Q6ZVD7
hsa:56977	Q9P2F5
hsa:7141	P09430;Q4ZG82
hsa:7142	Q05952;Q4VB56
hsa:64852	Q9H6E5;F5H0R1;A0A0A8K9B1
hsa:90529	Q5TH74
hsa:285555	Q8N412
hsa:441476	Q8N7X2
hsa:285051	Q8N801
hsa:83930	O95772;A0A024RA89
hsa:64220	Q9BX79;B3KPB8
hsa:346673	Q7Z7C7
hsa:92335	Q7RTN6
hsa:55437	Q9C0K7
hsa:11171	Q9Y3F4
hsa:55342	Q96SI9;V9HWK4
hsa:161497	Q7RTU9
hsa:29966	Q13033
hsa:29888	Q9NRL3
hsa:6801	O43815
hsa:85369	Q5VSL9
hsa:57464	Q9ULQ0
hsa:412	P08842
hsa:3703	P46977
hsa:201595	Q8TCJ2
hsa:375057	Q69YW2
hsa:8677	O60499
hsa:8676	O75558
hsa:23673	Q86Y82
hsa:8675	O14662
hsa:55014	P56962
hsa:53407	Q9P2W9
hsa:415117	Q8N4C7
hsa:6804	Q16623;Q75ME0
hsa:112755	P61266
hsa:2054	P32856
hsa:6809	Q13277;Q53YE2
hsa:6810	Q12846
hsa:6811	Q13190
hsa:10228	O43752
hsa:8417	O15400
hsa:9482	Q9UNK0
hsa:6812	P61764
hsa:6813	Q15833;Q53GF4
hsa:6814	O00186
hsa:252983	Q6ZWJ1
hsa:134957	Q5T5C0
hsa:29091	Q8NFX7
hsa:55359	Q6J9G0
hsa:51657	Q9Y6J8;A0A024R4L1
hsa:6815	Q8WUJ0;A0A024R641
hsa:8802	P53597
hsa:8803	Q9P2R7;E5KS60;Q9Y4T0
hsa:8801	Q96I99
hsa:79783	Q9HAC7
hsa:51430	Q9UBS9
hsa:56670	Q9BXA5
hsa:51684	Q9UMX1
hsa:57794	Q8IWZ8
hsa:10147	Q8IX01
hsa:3516	Q06330
hsa:6476	P14410
hsa:23213	Q8IWU6;A0A024R809
hsa:55959	Q8IWU5
hsa:285362	Q8NBK3
hsa:25870	Q8NBJ7
hsa:7341	P63165;A0A024R3Z2
hsa:6613	P61956;A0A024R8S3
hsa:6612	P55854
hsa:387082	Q6EEV6
hsa:23353	O94901
hsa:25777	Q9UH99;A0A024R1P7;B4E2A6
hsa:256979	Q8TAQ9
hsa:140732	Q8TC36;A0A384MDU5
hsa:6821	P51687;A0A024RB79
hsa:8464	O75486;A0A024RD67
hsa:90625	M5A8F1
hsa:6834	Q15526;E5KRX5
hsa:6835	Q15527
hsa:6836	O15260
hsa:6838	O75683
hsa:64420	Q6UWL2
hsa:56241	Q9UGT4;A0A140VJW3
hsa:203328	Q96L08
hsa:55061	Q5VX71;B3KTY0
hsa:26032	O60279
hsa:9766	Q92537
hsa:6832	Q8IYB8
hsa:6839	O43463
hsa:79723	Q9H5I1
hsa:23512	Q15022
hsa:9900	Q7L0J3
hsa:9899	Q7L1I2
hsa:22987	Q496J9;B3KT41
hsa:374969	Q8N300
hsa:79987	Q4LDE5;Q5JB40;B3KQM1
hsa:6840	O95425;Q569J5
hsa:258010	Q8NHG7
hsa:136306	Q8N434
hsa:55530	Q8N4V2
hsa:345079	A6NEL2
hsa:65124	Q53LP3
hsa:347454	A6NJG2
hsa:126074	Q6NVH7
hsa:55974	Q9BRV3
hsa:375757	Q1ZZU3
hsa:23075	Q9UH65;B3KUB9
hsa:54823	Q5T5J6;B3KXU9
hsa:16	P49588
hsa:57505	Q5JTZ9
hsa:94056	Q96A49
hsa:55638	Q9NX95
hsa:100130958	A8MT33
hsa:221711	Q5T4T6;B4DFB8
hsa:833	P49589;A0A024RCG3
hsa:93426	Q8N0S2;A0A0B4J1R9
hsa:256126	Q6PIF2
hsa:644186	A1L190
hsa:79587	Q9HA77;B7Z7E6
hsa:342898	Q0VAF6
hsa:6847	Q15431;A0A024R0I2;B7ZLS9
hsa:10388	Q9BX26
hsa:50511	Q8IZU3;A0A024RBF8
hsa:30816	Q9UQF0;D0EYG5
hsa:405754	P60508
hsa:1615	P14868;A0A140VJW5
hsa:85360	Q6ZW31
hsa:84144	Q5VT97
hsa:55157	Q6PI48;Q9H9J7
hsa:124454	Q5JPH6
hsa:2058	P07814
hsa:56949	Q9HCS7
hsa:25949	O95926
hsa:2193	Q9Y285;Q6IBR2
hsa:10056	Q9NSD9
hsa:10667	O95363
hsa:8831	Q96PV0;A0A1U9X8L0
hsa:23438	P49590
hsa:3376	P41252;Q6P0M4;Q7L4K8
hsa:55699	Q9NSE4
hsa:55333	P57105;A0A024R670
hsa:3735	Q15046
hsa:51520	Q9P2J5
hsa:23395	Q15031
hsa:4141	P56192
hsa:92935	Q96GW9
hsa:8189	Q92797;A0A024R0R6
hsa:646658	A6NDD5
hsa:6853	P17600
hsa:6854	Q92777;Q86VA8;B3KRB3
hsa:8224	O14994;A0A024R1I8
hsa:81493	Q9H7C4
hsa:4677	O43776
hsa:23345	Q8NF91
hsa:23224	Q8WXH0
hsa:161176	Q6ZMZ3
hsa:163183	Q8N205
hsa:23336	O15061
hsa:79953	Q9H7V2
hsa:8867	O43426;J3KQV8;Q05CZ1
hsa:8871	O15056;B4DG94
hsa:79731	Q96I59
hsa:171024	Q9UMS6
hsa:11346	Q8N3V7
hsa:132204	Q8TBG9
hsa:11276	Q9UMZ2
hsa:79933	Q9H987
hsa:6855	P08247
hsa:6856	Q16563;A4D0R1
hsa:284612	Q5VXT5
hsa:25973	Q7L3T8
hsa:5859	P47897;B7Z840
hsa:5917	P54136
hsa:57038	Q5T160
hsa:90196	Q8N2H4
hsa:6301	P49591;Q0VGA5
hsa:54938	Q9NP81
hsa:341359	Q6XYQ8
hsa:23208	Q9BT88
hsa:91683	Q8IV01;B0AZL9;Q8NDM9
hsa:57586	Q7L8C5
hsa:255928	Q8NB59
hsa:83849	Q9BQS2
hsa:51760	Q9BSW7
hsa:6857	P21579;A0A024RBE9
hsa:127833	Q8N9I0
hsa:84258	Q9BQG1;A0A024R4I9
hsa:6860	Q9H2B2
hsa:6861	O00445;A0A024R4N8
hsa:148281	Q5T7P8;I6L9C3
hsa:9066	O43581
hsa:90019	Q8NBV8
hsa:143425	Q86SS6
hsa:123283	A2RTX5
hsa:6897	P26639
hsa:84958	Q8IYJ3
hsa:54843	Q9HCH5
hsa:94120	Q4VX76;B4E2A9
hsa:94121	Q96C24;A0A024RCF8;Q71SF7;A8K973
hsa:94122	Q8TDW5
hsa:80222	Q9BW92
hsa:6622	P37840
hsa:6620	Q16143
hsa:6623	O76070;Q6FHG5
hsa:7407	P26640;A0A024RCN6
hsa:57176	Q5ST30;B4E0K6;B4DG77
hsa:84447	Q86TM6
hsa:7453	P23381;A0A024R6K8
hsa:10352	Q9UGM6
hsa:8565	P54577;A0A0S2Z4R1
hsa:51067	Q9Y2Z4
hsa:26099	Q7Z422
hsa:23334	Q5T011
hsa:113277	Q96A25
hsa:54664	Q9NUM4;A0A024R9Z1
hsa:79022	Q9BVX2
hsa:26515	Q9Y5J6;B2R4A9
hsa:254187	Q3SY00
hsa:55346	Q9NUJ3
hsa:255394	Q8N4U5;A0A024RBH4
hsa:100996648	Q5H9J9
hsa:83862	Q9BXJ8
hsa:144404	A0PK00
hsa:27439	Q9BXQ6
hsa:84233	Q9H061
hsa:55863	Q8IUX1
hsa:23240	A2VDJ0
hsa:54972	Q24JP5
hsa:114795	Q14DG7
hsa:92293	Q8N3T6
hsa:121256	Q14C87
hsa:124842	Q6IEE7
hsa:129303	Q86TG1
hsa:284417	A6NC51
hsa:441027	B9EJG8
hsa:256472	Q8N4L1
hsa:441151	Q8IW70
hsa:54929	Q9NX61
hsa:153396	Q8NDZ6;B7Z6T3
hsa:124491	Q8WVE7
hsa:100113407	Q5T4T1
hsa:55365	Q96HP8;A0A090N8H6
hsa:28959	Q3YBM2;A0A090N7V7
hsa:130733	Q8NBL3
hsa:100507421	H3BS89
hsa:388021	Q6ZVK1
hsa:374395	Q7Z7N9
hsa:92703	Q8IXX5
hsa:653659	Q1AE95
hsa:202915	Q6ZMB5
hsa:25829	Q9Y519;A0A024R1S0
hsa:55751	Q9NVA4
hsa:84548	Q8NFB2
hsa:79134	Q9H7F4
hsa:728229	P0C7N4
hsa:645426	A6NGB0
hsa:114801	Q86VY9;A8K2A1
hsa:399474	Q69YZ2
hsa:645369	A6NKL6
hsa:100289187	P0DP42
hsa:730130	B2RXF0
hsa:161145	Q8NBD8;A0A024R699
hsa:8848	Q15714
hsa:9819	O75157
hsa:1831	Q99576
hsa:81628	Q9Y3Q8;B4DKI8
hsa:6999	P48775
hsa:55026	Q5JRV8;Q7Z4S8
hsa:348013	Q8WV15
hsa:2958	P52657;A0A024R5Z5
hsa:2960	P29083
hsa:2961	P29084
hsa:2962	P35269
hsa:2963	P13984;A0A024RDU9
hsa:728340	Q6P1K8
hsa:730394	Q6P1K8
hsa:50839	Q9NYW0
hsa:50838	Q9NYV9
hsa:50840	Q9NYV8
hsa:50833	Q9NYV7
hsa:259294	P59542
hsa:259295	P59543
hsa:259293	P59541
hsa:259290	P59538
hsa:5726	P59533
hsa:259285	P59534
hsa:259286	P59535
hsa:259287	P59536
hsa:259289	P59537
hsa:259292	P59540
hsa:259296	P59544
hsa:338398	P59551
hsa:112849	Q96EM0
hsa:80342	Q9Y228;B3KWQ9
hsa:116441	Q96CE8
hsa:116211	Q96DZ7
hsa:4071	P30408
hsa:79853	Q53R12
hsa:7104	P48230
hsa:9032	O14894
hsa:102724101	Q9ULZ0
hsa:102724127	Q9ULZ0
hsa:24150	Q9ULZ0
hsa:653550	Q9ULZ0
hsa:729264	Q9ULZ0
hsa:729355	Q9ULZ0
hsa:27296	Q9Y2B4
hsa:94241	Q96A56;A0A024R9C8
hsa:58476	Q8IXH6
hsa:50834	Q9NYW7;Q502V6
hsa:50831	Q9NYW6
hsa:50832	Q9NYW5
hsa:54429	Q9NYW4;A4D1U0;Q502V5
hsa:50837	Q9NYW3
hsa:50836	Q9NYW2
hsa:50835	Q9NYW1
hsa:6915	P21731;Q05C92;Q0VAB0
hsa:134864	Q96RJ0
hsa:9287	Q9P1P5
hsa:9038	O14804
hsa:319100	Q96RI8
hsa:83551	Q969N4
hsa:134860	Q96RI9
hsa:10454	Q15750;A8K6K3
hsa:23118	Q9NYJ8
hsa:257397	Q8N5C8
hsa:123036	Q8N9U0
hsa:6867	O75410
hsa:10579	O95359
hsa:10460	Q9Y6A5
hsa:4070	P09758
hsa:51204	Q9BSH4
hsa:10225	P40200
hsa:6871	O75478;A0A024R0Y4
hsa:93624	Q86TJ2
hsa:117143	Q96BN2
hsa:10474	O75528;A8K899
hsa:23435	Q13148;Q9H256;A0A024R4E2
hsa:6881	Q12962
hsa:6882	Q15544
hsa:6883	Q16514
hsa:6884	Q15543;A0A024R089
hsa:9015	Q15573;A8K4K5;B4DS21
hsa:9014	Q53T94
hsa:9013	Q15572
hsa:79101	Q9H5J8;A0A024R3A9
hsa:138474	Q8IZX4
hsa:6872	P21675
hsa:6873	Q6P1X5;B3KMD8
