DB00001	Lepirudin
DB08842	Acetylcarnitine
DB08843	GS_0573
DB08844	Uric_acid
DB08845	Oxogluric_acid
DB08846	Ellagic_acid
DB08847	Hydroxyproline
DB08848	Guvacine
DB08849	Nipecotic_acid
DB08855	Leukotriene_C4
DB08856	DADLE
DB08857	Bamet_UD2
DB08858	cis_Diamminechlorocholylglycinateplatinum_II_
DB08860	Pitavastatin
DB08861	DPDPE
DB08862	Cholecystokinin
DB08864	Rilpivirine
DB08865	Crizotinib
DB08867	Ulipristal
DB08868	Fingolimod
DB08869	Tesamorelin
DB08870	Brentuximab_vedotin
DB08871	Eribulin
DB08872	Gabapentin_enacarbil
DB08873	Boceprevir
DB08874	Fidaxomicin
DB08875	Cabozantinib
DB08876	Taliglucerase_alfa
DB08877	Ruxolitinib
DB08878	Aminopterin
DB08879	Belimumab
DB08880	Teriflunomide
DB08881	Vemurafenib
DB08882	Linagliptin
DB08883	Perampanel
DB08884	Gadoxetic_acid
DB08885	Aflibercept
DB08886	Asparaginase_Erwinia_chrysanthemi
DB08887	Icosapent_ethyl
DB08888	Ocriplasmin
DB08889	Carfilzomib
DB08890	Linaclotide
DB08891	Arbaclofen
DB08892	Arbaclofen_Placarbil
DB08893	Mirabegron
DB08894	Peginesatide
DB08895	Tofacitinib
DB08896	Regorafenib
DB08897	Aclidinium
DB08898	Glucarpidase
DB08899	Enzalutamide
DB08900	Teduglutide
DB08901	Ponatinib
DB08902	Raxibacumab
DB08903	Bedaquiline
DB08904	Certolizumab_pegol
DB08905	Formestane
DB08906	Fluticasone_furoate
DB08907	Canagliflozin
DB08908	Dimethyl_fumarate
DB08909	Glycerol_phenylbutyrate
DB08910	Pomalidomide
DB08911	Trametinib
DB08912	Dabrafenib
DB08913	Radium_Ra_223_Dichloride
DB08915	Aleglitazar
DB08916	Afatinib
DB08917	Ferric_carboxymaltose
DB08918	Levomilnacipran
DB08921	_4R__limonene
DB08922	Perospirone
DB08924	Amfecloral
DB08925	Adrafinil
DB08926	Acediasulfone
DB08927	Amperozide
DB08928	Arsthinol
DB08930	Dolutegravir
DB08931	Riociguat
DB08932	Macitentan
DB08933	Luliconazole
DB08934	Sofosbuvir
DB08935	Obinutuzumab
DB08936	Chlorcyclizine
DB08937	TAS_102
DB08938	Magaldrate
DB08939	Letosteine
DB08940	Kebuzone
DB08941	Isoxsuprine
DB08942	Isoxicam
DB08943	Isoconazole
DB08944	Isoaminile
DB08945	Iotroxic_acid
DB08946	Iopanoic_acid
DB08947	Iopamidol
DB08948	Iodamide
DB08949	Inositol_nicotinate
DB08950	Indoramin
DB08951	Indoprofen
DB08952	Indenolol
DB08953	Indalpine
DB08954	Ifenprodil
DB08955	Ibuproxam
DB08956	Hydroxydione
DB08957	Hexoprenaline
DB08958	Hexetidine
DB08960	Hexamethonium
DB08961	Azosemide
DB08962	Glibornuride
DB08964	Gemeprost
DB08965	Fusafungine
DB08966	Fursultiamine
DB08967	Dimetotiazine
DB08968	Fominoben
DB08969	Flurothyl
DB08970	Fluprednidene
DB08971	Fluocortolone
DB08972	Flumequine
DB08973	Fluclorolone_acetonide
DB08974	Flubendazole
DB08975	Florantyrone
DB08976	Floctafenine
DB08978	Fentonium
DB08979	Fenspiride
DB08980	Fendiline
DB08981	Fenbufen
DB08982	Etozoline
DB08983	Etofibrate
DB08984	Etofenamate
DB08985	Etilefrine
DB08986	Etifoxine
DB08987	Etidocaine
DB08988	Ethoheptazine
DB08989	Etamivan
DB08990	Eprazinone
DB08991	Epirizole
DB08992	Eperisone
DB08993	Enviomycin
DB08994	Ditazole
DB08995	Diosmin
DB08996	Dimetacrine
DB08997	Dexetimide
DB08998	Demexiptiline
DB08999	Cyclopentamine
DB09000	Cyamemazine
DB09001	Barbexaclone
DB09002	Cloperastine
DB09003	Clocapramine
DB09004	Clobutinol
DB09005	Batroxobin
DB09006	Clinofibrate
DB09007	Chlorphenoxamine
DB09008	Cefaloridine
DB09009	Articaine
DB09010	Carmofur
DB09011	Beclamide
DB09012	Carbazochrome
DB09013	Befunolol
DB09014	Captodiame
DB09015	Canrenoic_acid
DB09016	Butriptyline
DB09017	Brotizolam
DB09018	Bromopride
DB09019	Bromhexine
DB09020	Bisacodyl
DB09021	Benzoctamine
DB09022	Benfluorex
DB09023	Benactyzine
DB09026	Aliskiren
DB09027	Ledipasvir
DB09028	Cytisine
DB09029	Secukinumab
DB09030	Vorapaxar
DB09031	Miltefosine
DB09033	Vedolizumab
DB09034	Suvorexant
DB09035	Nivolumab
DB09036	Siltuximab
DB09037	Pembrolizumab
DB09038	Empagliflozin
DB09039	Eliglustat
DB09040	Efinaconazole
DB09041	Tavaborole
DB09042	Tedizolid_phosphate
DB09043	Albiglutide
DB09045	Dulaglutide
DB09046	Metreleptin
DB09047	Finafloxacin
DB09048	Netupitant
DB09049	Naloxegol
DB09050	Ceftolozane
DB09051	Elosulfase_alfa
DB09052	Blinatumomab
DB09053	Ibrutinib
DB09054	Idelalisib
DB09055	Acipimox
DB09056	Amorolfine
DB09057	Anthrax_immune_globulin_human
DB09059	Atosiban
DB09060	Avibactam
DB09061	Cannabidiol
DB09062	Cefminox
DB09063	Ceritinib
DB09064	Ciprofibrate
DB09065	Cobicistat
DB09066	Corifollitropin_alfa
DB09067	Corticorelin_ovine_triflutate
DB09068	Vortioxetine
DB09069	Trimetazidine
DB09070	Tibolone
DB09071	Tasimelteon
DB09072	Sodium_oxybate
DB09073	Palbociclib
DB09074	Olaparib
DB09075	Edoxaban
DB09076	Umeclidinium
DB09077	Dinutuximab
DB09078	Lenvatinib
DB09079	Nintedanib
DB09080	Olodaterol
DB09081	Idebenone
DB09082	Vilanterol
DB09083	Ivabradine
DB09084	Benzydamine
DB09085	Tetracaine
DB09086	Eugenol
DB09087	Potassium_alum
DB09088	Amylocaine
DB09089	Trimebutine
DB09090	Pinaverium
DB09091	Tixocortol
DB09092	Xanthinol
DB09093	Chlortetracycline
DB09094	Podophyllin
DB09095	Difluocortolone
DB09096	Benzoyl_peroxide
DB09097	Quinagolide
DB09098	Somatrem
DB09099	Somatostatin
DB09100	Thyroid__porcine
DB09101	Elvitegravir
DB09102	Daclatasvir
DB09103	Ancestim
DB09104	Magnesium_hydroxide
DB09105	Asfotase_alfa
DB09106	Hydroxyethyl_Starch
DB09107	Methoxy_polyethylene_glycol_epoetin_beta
DB09108	Simoctocog_alfa
DB09109	Turoctocog_alfa
DB09110	Coenzyme_M
DB09111	Pentastarch
DB09112	Nitrous_acid
DB09113	Poractant_alfa
DB09114	Colfosceril_palmitate
DB09115	Diiodohydroxyquinoline
DB09116	Calcium_carbimide
DB09117	Paraldehyde
DB09118	Stiripentol
DB09119	Eslicarbazepine_acetate
DB09120	Zucapsaicin
DB09121	Aurothioglucose
DB09122	Peginterferon_beta_1a
DB09123	Dienogest
DB09124	Medrogestone
DB09125	Potassium_citrate
DB09126	Chorionic_Gonadotropin__Human_
DB09128	Brexpiprazole
DB09129	Chromic_chloride
DB09130	Copper
DB09131	Cupric_Chloride
DB09132	Gadoteric_acid
DB09133	Iothalamic_acid
DB09134	Ioversol
DB09135	Ioxilan
DB09136	Isosulfan_blue
DB09137	Technetium_Tc_99m_mebrofenin
DB09138	Technetium_Tc_99m_medronate
DB09139	Technetium_Tc_99m_oxidronate
DB09140	Oxygen
DB09141	Protamine_sulfate
DB09142	Sincalide
DB09143	Sonidegib
DB09144	Uridine_triacetate
DB09145	Water
DB09146	Iron_sucrose
DB09147	Ferric_pyrophosphate
DB09148	Florbetaben__18F_
DB09149	Florbetapir__18F_
DB09151	Flutemetamol__18F_
DB09152	Nitrogen
DB09153	Sodium_chloride
DB09154	Sodium_citrate
DB09155	Helium
DB09156	Iopromide
DB09157	Carbon_dioxide
DB09158	Trypan_blue_free_acid
DB09160	Technetium_Tc_99m_tetrofosmin
DB09161	Technetium_Tc_99m_sestamibi
DB09163	Technetium_Tc_99m_exametazime
DB09164	Technetium_Tc_99m_disofenin
DB09165	Technetium_Tc_99m_pyrophosphate
DB09166	Etizolam
DB09167	Dosulepin
DB09168	4_Phenylfentanyl
DB09169	3_Allylfentanyl
DB09170	__Hydroxythiofentanyl
DB09171	__Methylfentanyl
DB09172	Brifentanil
DB09173	Butyrfentanyl
DB09174	Lofentanil
DB09175	Mirfentanil
DB09177	p_Fluorofentanyl
DB09178	Phenaridine
DB09179	R_30490
DB09180	Thienylfentanyl
DB09181	Trefentanil
DB09182	Benzylfentanyl
DB09183	Dasabuvir
DB09184	Edivoxetine
DB09185	Viloxazine
DB09186	Nisoxetine
DB09187	Lortalamine
DB09188	Amedalin
DB09189	Daledalin
DB09190	Talopram
DB09191	Talsupram
DB09192	Tandamine
DB09193	CP_39_332
DB09194	Etoperidone
DB09195	Lorpiprazole
DB09196	Lubazodone
DB09197	Mepiprazole
DB09198	Lobeglitazone
DB09199	Netoglitazone
DB09200	Rivoglitazone
DB09201	Ciglitazone
DB09202	Cirazoline
DB09203	Synephrine
DB09204	Arotinolol
DB09205	Moxisylyte
DB09206	Trimazosin
DB09207	AS_8112
DB09208	Pegloticase
DB09209	Pholcodine
DB09210	Piracetam
DB09211	Limaprost
DB09212	Loxoprofen
DB09213	Dexibuprofen
DB09214	Dexketoprofen
DB09215	Droxicam
DB09216	Tolfenamic_acid
DB09217	Firocoxib
DB09218	Clonixin
DB09219	Bisoxatin
DB09220	Nicorandil
DB09221	Polaprezinc
DB09222	Fibrinogen_human
DB09223	Blonanserin
DB09224	Melperone
DB09225	Zotepine
DB09226	RP_5063
DB09227	Barnidipine
DB09228	Conestat_alfa
DB09229	Aranidipine
DB09230	Azelnidipine
DB09231	Benidipine
DB09232	Cilnidipine
DB09233	Cronidipine
DB09234	Darodipine
DB09235	Efonidipine
DB09236	Lacidipine
DB09237	Levamlodipine
DB09238	Manidipine
DB09239	Niguldipine
DB09240	Niludipine
DB09241	Methylene_blue
DB09242	Moxonidine
DB09243	Hydracarbazine
DB09244	Pirlindole
DB09245	Toloxatone
DB09246	Benmoxin
DB09247	Iproclozide
DB09248	Mebanazine
DB09249	Octamoxin
DB09250	Pheniprazine
DB09251	Phenoxypropazine
DB09252	Pivhydrazine
DB09253	Safrazine
DB09254	Caroxazone
DB09255	Dextran
DB09256	Tegafur
DB09257	Gimeracil
DB09258	Bemiparin
DB09259	Reviparin
DB09260	Parnaparin
DB09261	Certoparin
DB09262	Imidafenacin
DB09263	Patiromer
DB09264	Idarucizumab
DB09265	Lixisenatide
DB09266	Technetium_Tc_99m_tilmanocept
DB09267	Strontium_ranelate
DB09268	Picosulfuric_acid
DB09269	Phenylacetic_acid
DB09270	Ubidecarenone
DB09271	Cimetropium
DB09272	Eluxadoline
DB09273	Doxofylline
DB09274	Artesunate
DB09275	Bismuth_subcitrate_potassium
DB09276	Sodium_aurothiomalate
DB09277	Choline_C_11
DB09278	Activated_charcoal
DB09279	Fimasartan
DB09280	Lumacaftor
DB09281	Magnesium_trisilicate
DB09282	Molsidomine
DB09283	Trapidil
DB09284	Imolamine
DB09285	Morniflumate
DB09286	Pipamperone
DB09287	Polyethylene_glycol
DB09288	Propacetamol
DB09289	Tianeptine
DB09290	Ramosetron
DB09291	Rolapitant
DB09292	Sacubitril
DB09293	Iodide_I_131
DB09295	Talniflumate
DB09296	Ombitasvir
DB09297	Paritaprevir
DB09298	Silibinin
DB09299	Tenofovir_alafenamide
DB09300	Butylscopolamine
DB09301	Chondroitin_sulfate
DB09302	Alirocumab
DB09303	Evolocumab
DB09304	Setiptiline
DB09305	Aptazapine
DB09306	Metralindole
DB09307	Oxaprotiline
DB09308	Solithromycin
DB09309	Kitasamycin
DB09310	Catridecacog
DB09311	Polycarbophil
DB09312	Antilymphocyte_immunoglobulin__horse_
DB09313	Ioxaglic_acid
DB09314	Technetium_Tc_99m_pertechnetate
DB09315	Xenon_133
DB09316	Thallous_Chloride
DB09317	Synthetic_Conjugated_Estrogens__A
DB09318	Synthetic_Conjugated_Estrogens__B
DB09319	Carindacillin
DB09320	Procaine_benzylpenicillin
DB09321	Zinc_oxide
DB09322	Zinc_sulfate
DB09324	Sulbactam
DB09325	Sodium_fluoride
DB09326	Ammonia_N_13
DB09327	Tegafur_uracil
DB09328	Vayarin
DB09329	Antihemophilic_Factor__Recombinant___PEGylated
DB09330	Osimertinib
DB09331	Daratumumab
DB09332	Kappadione
DB09333	Iopodic_acid
DB09334	Seractide_acetate
DB09335	Alatrofloxacin
DB09336	Technetium_Tc_99m_nofetumomab_merpentan
DB09337	Medical_air
DB09338	Mersalyl
DB09339	Indium_In_111_imciromab_pentetate
DB09340	Tyropanoic_acid
DB09341	Dextrose__unspecified_form
DB09342	Propoxycaine
DB09343	Tipiracil
DB09344	Invert_sugar
DB09345	Pramocaine
DB09346	Metrizoic_acid
DB09347	Acetrizoic_acid
DB09348	Propiolactone
DB09349	Gastric_intrinsic_factor
DB09350	Piperonyl_butoxide
DB09351	Levobetaxolol
DB09352	Hydroxyamphetamine
DB09353	Octasulfur
DB09355	Sulfabenzamide
DB09357	Dexpanthenol
DB09363	Rauwolfia_serpentina_root
DB09364	Procaine_merethoxylline
DB09366	Propyliodone
DB09369	Polyestradiol_phosphate
DB09371	Norethynodrel
DB09372	Tannic_acid
DB09373	Trolamine_polypeptide_oleate_condensate
DB09374	Indocyanine_green_acid_form
DB09375	Chymotrypsin
DB09376	Lapyrium
DB09378	Fluprednisolone
DB09379	Sutilain
DB09380	Sodium_chromate_Cr_51
DB09381	Esterified_estrogens
DB09383	Meprednisone
DB09385	Cyanocobalamin_Co_57
DB09389	Norgestrel
DB09393	Amino_acids
DB09394	Phosphoric_acid
DB09395	Sodium_acetate
DB09397	Technetium_Tc_99m_sulfur_colloid
DB09398	Fluoride_ion_F_18
DB09400	Selenomethionine_Se_75
DB09401	Isosorbide
DB09403	Iocetamic_acid
DB09407	Magnesium_chloride
DB09409	Magnesium_acetate_tetrahydrate
DB09413	Monopotassium_phosphate
DB09414	Dipotassium_phosphate
DB09418	Potassium_perchlorate
DB09419	Xylose
DB09420	Iodide_I_123
DB09421	Protirelin
DB09422	Soybean_oil
DB09423	Technetium_Tc_99m_polyphosphate
DB09425	Indium_In_111_pentetate
DB09429	Albumin_iodinated_I_125_serum
DB09430	Albumin_iodinated_I_131_serum
DB09443	Krypton_Kr_81m
DB09446	Safflower_oil
DB09447	Technetium_Tc_99m_albumin_colloid
DB09449	Sodium_phosphate__monobasic
DB09456	Insulin_beef
DB09459	L_tartaric_acid
DB09460	Sodium_carbonate
DB09462	Glycerin
DB09472	Sodium_sulfate
DB09473	Indium_In_111_oxyquinoline
DB09477	Enalaprilat
DB09479	Rubidium_Rb_82
DB09480	Iofetamine_I_123
DB09481	Magnesium_carbonate
DB09483	Potassium_lactate
DB09484	Sodium_fluorophosphate
DB09487	Iotrolan
DB09488	Acrivastine
DB09490	Indium_In_111_chloride
DB09493	Technetium_Tc_99m_red_blood_cells
DB09494	Cetyl_alcohol
DB09495	Avobenzone
DB09496	Octinoxate
DB09498	Strontium_chloride_Sr_89
DB09499	Thiosulfuric_acid
DB09501	Ferric_ammonium_citrate
DB09502	Fludeoxyglucose__18F_
DB09507	Ferumoxsil
DB09508	Ferumoxides
DB09510	Urea_C_13
DB09511	Talc
DB09512	Simethicone
DB09513	Urea_C_14
DB09516	Mequinol
DB09517	Sodium_ferric_gluconate_complex
DB09526	Hydroquinone
DB09527	Secretin_porcine
DB09532	Secretin_human
DB09534	Ecamsule
DB09535	Octocrylene
DB09536	Titanium_dioxide
DB09537	Iodine_povacrylex
DB09539	Omega_3_acid_ethyl_esters
DB09543	Methyl_salicylate
DB09546	Iobenguane_sulfate_I_123
DB09551	Desoxyribonuclease
DB09552	Thonzonium
DB09555	Dexchlorpheniramine_maleate
DB09559	Necitumumab
DB09561	Sodium_glycerophosphate
DB09563	Choline_C_11
DB09564	Insulin_degludec
DB09567	Olive_oil
DB09568	Omega_3_carboxylic_acids
DB09570	Ixazomib
DB09571	Levmetamfetamine
DB09876	Clostridium_tetani
DB09877	Corynebacterium_diphtheriae
DB10061	Meningococcal__groups_A__C__Y_and_W_135__oligosaccharide_diphtheria_CRM197_conjugate_vaccine
DB10062	Rabies_virus_inactivated_antigen__B
DB10076	Haemophilus_influenzae_type_B_strain_1482_capsular_polysaccharide_tetanus_toxoid_conjugate_antigen
DB10276	Rotavirus_vaccine
DB10283	Rabies_virus_inactivated_antigen__A
DB10284	Neisseria_meningitidis_serogroup_B_recombinant_LP2086_A05_protein_variant_antigen
DB10285	Neisseria_meningitidis_serogroup_B_recombinant_LP2086_B01_protein_variant_antigen
DB10286	Streptococcus_pneumoniae_type_4_capsular_polysaccharide_diphtheria_crm197_protein_conjugate_antigen
DB10287	Streptococcus_pneumoniae_type_6b_capsular_polysaccharide_diphtheria_crm197_protein_conjugate_antigen
DB10288	Streptococcus_pneumoniae_type_9v_capsular_polysaccharide_diphtheria_crm197_protein_conjugate_antigen
DB10289	Streptococcus_pneumoniae_type_14_capsular_polysaccharide_diphtheria_crm197_protein_conjugate_antigen
DB10290	Streptococcus_pneumoniae_type_18c_capsular_polysaccharide_diphtheria_crm197_protein_conjugate_antigen
DB10291	Streptococcus_pneumoniae_type_19f_capsular_polysaccharide_diphtheria_crm197_protein_conjugate_antigen
DB10292	Streptococcus_pneumoniae_type_23f_capsular_polysaccharide_diphtheria_crm197_protein_conjugate_antigen
DB10293	Streptococcus_pneumoniae_type_1_capsular_polysaccharide_diphtheria_crm197_protein_conjugate_antigen
DB10294	Streptococcus_pneumoniae_type_3_capsular_polysaccharide_diphtheria_crm197_protein_conjugate_antigen
DB10295	Streptococcus_pneumoniae_type_5_capsular_polysaccharide_diphtheria_crm197_protein_conjugate_antigen
DB10296	Streptococcus_pneumoniae_type_6a_capsular_polysaccharide_diphtheria_crm197_protein_conjugate_antigen
DB10297	Streptococcus_pneumoniae_type_7f_capsular_polysaccharide_diphtheria_crm197_protein_conjugate_antigen
DB10298	Streptococcus_pneumoniae_type_19a_capsular_polysaccharide_diphtheria_crm197_protein_conjugate_antigen
DB10299	Human_papillomavirus_type_6_L1_capsid_protein_antigen
DB10300	Human_papillomavirus_type_11_L1_capsid_protein_antigen
DB10301	Human_papillomavirus_type_16_L1_capsid_protein_antigen
DB10302	Human_papillomavirus_type_18_L1_capsid_protein_antigen
DB10310	Human_papillomavirus_type_31_L1_capsid_protein_antigen
DB10311	Human_papillomavirus_type_33_L1_capsid_protein_antigen
DB10312	Human_papillomavirus_type_45_L1_capsid_protein_antigen
DB10313	Human_papillomavirus_type_52_L1_capsid_protein_antigen
DB10314	Human_papillomavirus_type_58_L1_capsid_protein_antigen
DB10315	Measles_virus_strain_enders__attenuated_edmonston_live_antigen
DB10316	Mumps_virus_strain_B_level_jeryl_lynn_live_antigen
DB10317	Rubella_virus_vaccine
DB10318	Varicella_Zoster_Vaccine__Live_attenuated_
DB10319	Streptococcus_pneumoniae_type_1_capsular_polysaccharide_antigen
DB10320	Streptococcus_pneumoniae_type_2_capsular_polysaccharide_antigen
DB10321	Streptococcus_pneumoniae_type_3_capsular_polysaccharide_antigen
DB10322	Streptococcus_pneumoniae_type_4_capsular_polysaccharide_antigen
DB10323	Streptococcus_pneumoniae_type_5_capsular_polysaccharide_antigen
DB10324	Streptococcus_pneumoniae_type_6b_capsular_polysaccharide_antigen
DB10325	Streptococcus_pneumoniae_type_7f_capsular_polysaccharide_antigen
DB10326	Streptococcus_pneumoniae_type_8_capsular_polysaccharide_antigen
DB10327	Streptococcus_pneumoniae_type_9n_capsular_polysaccharide_antigen
DB10328	Streptococcus_pneumoniae_type_9v_capsular_polysaccharide_antigen
DB10329	Streptococcus_pneumoniae_type_10a_capsular_polysaccharide_antigen
DB10330	Streptococcus_pneumoniae_type_11a_capsular_polysaccharide_antigen
DB10331	Streptococcus_pneumoniae_type_12f_capsular_polysaccharide_antigen
DB10332	Streptococcus_pneumoniae_type_14_capsular_polysaccharide_antigen
DB10333	Streptococcus_pneumoniae_type_15b_capsular_polysaccharide_antigen
DB10334	Streptococcus_pneumoniae_type_17f_capsular_polysaccharide_antigen
DB10335	Streptococcus_pneumoniae_type_18c_capsular_polysaccharide_antigen
DB10336	Streptococcus_pneumoniae_type_19f_capsular_polysaccharide_antigen
DB10337	Streptococcus_pneumoniae_type_19a_capsular_polysaccharide_antigen
DB10338	Streptococcus_pneumoniae_type_20_capsular_polysaccharide_antigen
DB10339	Streptococcus_pneumoniae_type_22f_capsular_polysaccharide_antigen
DB10340	Streptococcus_pneumoniae_type_23f_capsular_polysaccharide_antigen
DB10341	Streptococcus_pneumoniae_type_33f_capsular_polysaccharide_antigen
DB10342	Haemophilus_influenzae_type_B_capsular_polysaccharide_meningococcal_outer_membrane_protein_conjugate_antigen
DB10343	Bacillus_calmette_guerin_substrain_tice_live_antigen
DB10344	Ginger
DB10345	House_dust
DB10346	Acacia_longifolia_pollen
DB10348	Fraxinus_americana_pollen
DB10349	Paspalum_notatum_pollen
DB10350	Fagus_grandifolia_pollen
DB10351	Cynodon_dactylon_pollen
DB10352	Betula_lenta_pollen
DB10353	Poa_annua_pollen
DB10354	Acer_negundo_pollen
DB10355	Bromus_inermis_pollen
DB10356	Xanthium_strumarium_pollen
DB10357	Zea_mays_pollen
DB10359	Rumex_acetosella_pollen
DB10360	Rumex_crispus_pollen
DB10361	Ulmus_americana_pollen
DB10362	Ulmus_pumila_pollen
DB10363	Corylus_americana_pollen
DB10364	Carya_ovata_pollen
DB10365	Sorghum_halepense_pollen
DB10366	Poa_pratensis_pollen
DB10368	Chenopodium_album_pollen
DB10369	Acer_saccharum_pollen
DB10370	Festuca_pratensis_pollen
DB10371	Prosopis_juliflora_pollen
DB10372	Artemisia_vulgaris_pollen
DB10373	Morus_rubra_pollen
DB10374	Quercus_agrifolia_pollen
DB10375	Quercus_virginiana_pollen
DB10376	Quercus_alba_pollen
DB10377	Avena_sativa_pollen
DB10378	Olea_europaea_pollen
DB10379	Dactylis_glomerata_pollen
DB10380	Carya_illinoinensis_pollen
DB10381	Amaranthus_retroflexus_pollen
DB10382	Plantago_lanceolata_pollen
DB10383	Populus_alba_pollen
DB10384	Ambrosia_acanthicarpa_pollen
DB10385	Ambrosia_artemisiifolia_pollen
DB10386	Ambrosia_trifida_pollen
DB10387	Ambrosia_psilostachya_pollen
DB10388	Salsola_kali_pollen
DB10389	Lolium_perenne_pollen
DB10390	Artemisia_tridentata_pollen
DB10391	Atriplex_wrightii_pollen
DB10392	Platanus_occidentalis_pollen
DB10393	Platanus_racemosa_pollen
DB10394	Phleum_pratense_pollen
DB10395	Holcus_lanatus_pollen
DB10396	Juglans_nigra_pollen
DB10397	Juglans_californica_pollen
DB10398	Salix_nigra_pollen
DB10399	Felis_catus_skin
DB10400	Dermatophagoides_farinae
DB10401	Dermatophagoides_pteronyssinus
DB10403	Agrostis_gigantea_pollen
DB10404	Anthoxanthum_odoratum_pollen
DB10406	Bos_taurus_skin
DB10408	Cotton_seed
DB10409	Canis_lupus_familiaris_skin
DB10410	Equus_caballus_skin
DB10411	Ceiba_pentandra_fiber
DB10412	Mus_musculus_skin
DB10413	Orris
DB10415	Rabbit
DB10416	Cavia_porcellus_skin
DB10417	Periplaneta_americana
DB10418	Blatella_germanica
DB10419	Solenopsis_invicta
DB10420	Gallus_gallus_feather
DB10421	Anas_platyrhynchos_feather
DB10422	Anser_anser_feather
DB10423	Acremonium_strictum
DB10424	Alternaria_alternata
DB10425	Aspergillus_fumigatus
DB10426	Aspergillus_niger_var__niger
DB10427	Aureobasidium_pullulans_var__pullutans
DB10428	Botrytis_cinerea
DB10429	Candida_albicans
DB10430	Chaetomium_globosum
DB10431	Cladosporium_cladosporioides
DB10432	Cladosporium_sphaerospermum
DB10433	Cochliobolus_sativus
DB10434	Epicoccum_nigrum
DB10435	Fusarium_oxysporum_vasinfectum
DB10436	Helminthosporium_solani
DB10437	Mucor_plumbeus
DB10438	Neurospora_intermedia
DB10439	Penicillium_chrysogenum_var__chrysogenum
DB10440	Phoma_exigua_var__exigua
DB10441	Rhizopus_arrhizus_var__arrhizus
DB10442	Rhodotorula_rubra
DB10443	Ustilago_maydis
DB10444	Ustilago_tritici
DB10445	Stemphylium_solani
DB10446	Trichophyton_mentagrophytes
DB10447	Saccharomyces_cerevisiae
DB10448	Aspergillus_oryzae
DB10449	Aspergillus_repens
DB10450	Aspergillus_terreus
DB10451	Acacia
DB10452	Ailanthus_altissima_pollen
DB10453	Alnus_incana_subsp__rugosa_pollen
DB10454	Medicago_sativa_pollen
DB10455	Fraxinus_velutina_pollen
DB10456	Populus_tremuloides_pollen
DB10457	Morella_cerifera_pollen
DB10458	Betula_nigra_pollen
DB10459	Amaranthus_palmeri_pollen
DB10460	Juniperus_ashei_pollen
DB10461	Juniperus_virginiana_pollen
DB10462	Xanthium_strumarium_var__canadense_pollen
DB10463	Populus_deltoides_pollen
DB10464	Populus_fremontii_pollen
DB10465	Populus_deltoides_subsp__monilifera_pollen
DB10466	Cupressus_arizonica_pollen
DB10467	Taxodium_distichum_pollen
DB10468	Eupatorium_capillifolium_pollen
DB10469	Ulmus_crassifolia_pollen
DB10470	Eucalyptus_globulus_pollen
DB10471	Solidago_canadensis_pollen
DB10472	Celtis_occidentalis_pollen
DB10473	Juniperus_californica_pollen
DB10474	Robinia_pseudoacacia_pollen
DB10475	Acer_rubrum_pollen
DB10478	Melaleuca_quinquenervia_pollen
DB10479	Chenopodium_ambrosioides_pollen
DB10480	Morus_alba_pollen
DB10481	Quercus_rubra_pollen
DB10482	Syagrus_romanzoffiana_pollen
DB10483	Schinus_molle_pollen
DB10484	Amaranthus_spinosus_pollen
DB10485	Casuarina_equisetifolia_pollen
DB10486	Pinus_strobus_pollen
DB10487	Pinus_echinata_pollen
DB10488	Ligustrum_vulgare_pollen
DB10489	Elymus_repens_pollen
DB10490	Ambrosia_tenuifolia_pollen
DB10491	Ambrosia_bidentata_pollen
DB10493	Artemisia_frigida_pollen
DB10494	Distichlis_spicata_pollen
DB10495	Liquidambar_styraciflua_pollen
DB10496	Juglans_regia_pollen
DB10497	Amaranthus_tuberculatus_pollen
DB10498	Triticum_aestivum_pollen
DB10499	Felis_catus_hair
DB10500	Almond
DB10501	Apple
DB10502	Apricot
DB10503	Asparagus
DB10504	Avocado
DB10505	Banana
DB10506	Barley
DB10508	String_bean
DB10509	Beef
DB10510	Brazil_nut
DB10511	Broccoli
DB10512	Buckwheat
DB10513	Cabbage
DB10514	Cantaloupe
DB10515	Carrot
DB10516	Casein
DB10517	Celery
DB10518	Cherry
DB10519	Chicken
DB10520	Cinnamon
DB10523	Coconut
DB10525	Coffee_bean
DB10526	Red_king_crab
DB10527	Cucumber
DB10528	Egg_white
DB10529	Egg
DB10530	Egg_yolk
DB10531	Flounder
DB10532	Garlic
DB10533	Grape
DB10534	Grapefruit
DB10535	Karaya_gum
DB10536	Honeydew_melon
DB10537	Lamb
DB10538	Lemon
DB10539	Lettuce
DB10540	Lima_bean
DB10541	Lobster
DB10542	Goat_milk
DB10543	Cow_milk
DB10544	Cultivated_mushroom
DB10545	Mustard_seed
DB10546	Oat
DB10547	Black_olive
DB10548	Onion
DB10549	Orange
DB10550	Oyster
DB10551	Pea
DB10552	Peach
DB10553	Peanut
DB10554	Pear
DB10555	Pecan
DB10556	Green_bell_pepper
DB10557	Black_pepper
DB10558	Pineapple
DB10559	Pistachio
DB10560	Plum
DB10561	Pork
DB10562	Potato
DB10563	Rice
DB10564	Rye
DB10566	Sesame_seed
DB10567	Shrimp
DB10568	Soybean
DB10569	Spinach
DB10570	Squash
DB10571	Strawberry
DB10572	Corn
DB10573	Tomato
DB10574	Tuna
DB10575	Turkey
DB10576	Vanilla
DB10577	English_walnut
DB10578	Watermelon
