DB00001	Lepirudin
DB12253	Brilanestrant
DB12254	-
DB12255	Vadadustat
DB12256	-
DB12257	Platinum
DB12258	-
DB12259	-
DB12260	-
DB12261	Ascrinvacumab
DB12262	-
DB12263	-
DB12264	Atevirdine
DB12265	Fexinidazole
DB12266	-
DB12267	Brigatinib
DB12268	-
DB12269	-
DB12270	Losmapimod
DB12271	-
DB12272	-
DB12273	Ecopipam
DB12274	Aducanumab
DB12275	Seviteronel
DB12276	-
DB12277	Polihexanide
DB12278	Propiverine
DB12279	-
DB12280	AZD-5423
DB12281	Luspatercept
DB12282	-
DB12283	Balapiravir
DB12284	-
DB12285	Verubecestat
DB12286	Levosimendan
DB12287	Talsaclidine
DB12288	Piromelatine
DB12289	Darexaban
DB12290	Puerarin
DB12291	-
DB12292	Barusiban
DB12293	Nefopam
DB12294	Anrukinzumab
DB12295	-
DB12296	-
DB12297	-
DB12298	-
DB12299	-
DB12300	-
DB12301	Doravirine
DB12302	-
DB12303	Array_BioPharma
DB12304	Entolimod
DB12305	Dasotraline
DB12306	Cipargamin
DB12307	Foretinib
DB12308	Pregnanolone
DB12309	-
DB12310	Trehalose
DB12311	-
DB12312	ORG-25435
DB12313	Dopexamine
DB12314	Chlorproguanil
DB12316	-
DB12317	Vanucizumab
DB12318	-
DB12319	Benzbromarone
DB12320	Palovarotene
DB12321	Ifetroban
DB12322	-
DB12323	Radotinib
DB12325	-
DB12326	-
DB12327	Salvinorin_A
DB12328	Cantharidin
DB12329	Eravacycline
DB12330	Blisibimod
DB12331	-
DB12332	Rucaparib
DB12333	-
DB12334	Milataxel
DB12335	Tanezumab
DB12336	-
DB12337	-
DB12338	Carisbamate
DB12339	Radezolid
DB12340	Navitoclax
DB12341	CERC-501
DB12342	Ensituximab
DB12343	Temocillin
DB12344	Fezakinumab
DB12345	-
DB12346	Vatelizumab
DB12347	-
DB12348	-
DB12349	-
DB12350	Rostafuroxin
DB12351	-
DB12352	Duocarmycin
DB12353	-
DB12354	-
DB12355	-
DB12356	Fletikumab
DB12357	-
DB12358	Butyl_cyanoacrylate
DB12359	-
DB12360	-
DB12361	Piclozotan
DB12362	-
DB12363	Dusigitumab
DB12364	Betrixaban
DB12365	Perzinfotel
DB12366	Vestronidase_alfa
DB12367	Selurampanel
DB12368	-
DB12369	-
DB12370	Ipamorelin
DB12371	Siponimod
DB12373	-
DB12374	-
DB12375	-
DB12376	-
DB12377	Relebactam
DB12378	Apricoxib
DB12379	Indirubin
DB12380	-
DB12381	Merestinib
DB12382	-
DB12383	-
DB12384	-
DB12385	-
DB12386	-
DB12387	-
DB12388	Evocalcet
DB12389	-
DB12390	Seladelpar
DB12391	-
DB12392	Resminostat
DB12393	Fanapanel
DB12394	-
DB12395	Esreboxetine
DB12396	Fresolimumab
DB12397	-
DB12398	-
DB12399	Polmacoxib
DB12400	-
DB12401	Bromperidol
DB12402	-
DB12403	Samarium
DB12404	Remimazolam
DB12405	Triciribine
DB12406	Lisofylline
DB12407	Iobitridol
DB12408	-
DB12409	-
DB12410	Sabarubicin
DB12411	-
DB12412	Gemigliptin
DB12413	Indusatumab_vedotin
DB12414	-
DB12415	Galeterone
DB12416	-
DB12417	Anagliptin
DB12418	Saccharin
DB12419	-
DB12420	-
DB12421	-
DB12422	Sulforaphane
DB12423	-
DB12424	-
DB12425	-
DB12426	Bitopertin
DB12427	Orvepitant
DB12428	-
DB12429	-
DB12430	-
DB12431	-
DB12432	-
DB12433	-
DB12434	-
DB12435	-
DB12436	Vofopitant
DB12438	-
DB12439	-
DB12440	-
DB12441	Tavilermide
DB12442	17-Dimethylaminoethylamino-17-demethoxygeldanamycin
DB12443	-
DB12444	Theanine
DB12445	-
DB12446	-
DB12447	Nadifloxacin
DB12448	-
DB12449	4-Hydroxy-TEMPO
DB12450	-
DB12451	-
DB12452	1-Octanol
DB12453	-
DB12454	-
DB12455	Omadacycline
DB12456	Bococizumab
DB12457	Rimegepant
DB12458	Muscimol
DB12459	Belotecan
DB12460	-
DB12461	-
DB12462	-
DB12463	Semagacestat
DB12464	Bevenopran
DB12465	Ketanserin
DB12466	Favipiravir
DB12467	-
DB12468	-
DB12470	Dexelvucitabine
DB12471	-
DB12472	Levodropropizine
DB12473	Taurolidine
DB12474	Lynestrenol
DB12475	-
DB12476	-
DB12477	-
DB12478	Piribedil
DB12479	Zabofloxacin
DB12480	-
DB12481	Barium
DB12482	Acotiamide
DB12483	Copanlisib
DB12484	-
DB12485	-
DB12486	Elobixibat
DB12487	Promestriene
DB12489	-
DB12490	-
DB12491	-
DB12492	Piritramide
DB12493	-
DB12494	-
DB12495	Selepressin
DB12497	Alagebrium
DB12498	Mogamulizumab
DB12499	Clascoterone
DB12500	Fedratinib
DB12501	-
DB12504	Colony_stimulating_factor_1_receptor
DB12505	-
DB12506	-
DB12507	-
DB12508	-
DB12509	Imeglimin
DB12510	Ozone
DB12511	-
DB12512	Verucerfont
DB12513	Omaveloxolone
DB12514	-
DB12515	-
DB12517	PF-00446687
DB12518	Raclopride
DB12519	Sarcosine
DB12520	Plozalizumab
DB12521	-
DB12522	-
DB12523	Mizolastine
DB12524	-
DB12525	Molgramostim
DB12526	-
DB12527	-
DB12528	-
DB12529	Nitrite
DB12530	Inebilizumab
DB12531	-
DB12532	Oxetacaine
DB12533	-
DB12534	Mavrilimumab
DB12535	-
DB12536	N-Acetylmannosamine
DB12537	Benzodiazepine
DB12538	Nepadutant
DB12539	Oltipraz
DB12540	Lecozotan
DB12541	-
DB12542	-
DB12543	Samidorphan
DB12545	Indobufen
DB12547	-
DB12548	-
DB12549	-
DB12550	-
DB12551	Idazoxan
DB12553	Fluocinolone
DB12554	Mebeverine
DB12555	Nelotanserin
DB12556	-
DB12557	-
DB12558	AEE788
DB12559	-
DB12560	Blosozumab
DB12561	-
DB12562	Setipiprant
DB12563	-
DB12564	-
DB12565	Abexinostat
DB12566	Decernotinib
DB12567	Camicinal
DB12568	Tecemotide
DB12569	-
DB12570	-
DB12571	-
DB12572	Pexacerfont
DB12573	-
DB12574	-
DB12575	-
DB12576	-
DB12577	Combretastatin_A-4_phosphate
DB12578	-
DB12579	-
DB12580	Tradipitant
DB12581	Ozarelix
DB12582	Piperine
DB12583	Maltodextrin
DB12584	Bimagrumab
DB12585	-
DB12586	Vinorelbine
DB12587	Razupenem
DB12588	-
DB12589	Dacetuzumab
DB12590	Indiplon
DB12591	-
DB12592	-
DB12593	Apaziquone
DB12594	-
DB12595	-
DB12596	Combretastatin
DB12597	-
DB12598	Nafamostat
DB12601	-
DB12602	-
DB12604	Sisomicin
DB12605	-
DB12606	-
DB12607	Diridavumab
DB12608	Emixustat
DB12609	Tovetumab
DB12610	Ebselen
DB12611	-
DB12612	Ozanimod
DB12613	-
DB12614	-
DB12615	Plazomicin
DB12616	Sprifermin
DB12617	Mizoribine
DB12618	Apocynin
DB12619	-
DB12620	Nerve_growth_factor
DB12621	-
DB12622	Lupeol
DB12623	-
DB12624	Octenidine_dihydrochloride
DB12625	Evogliptin
DB12626	-
DB12627	-
DB12628	-
DB12629	-
DB12630	-
DB12631	-
DB12632	-
DB12633	-
DB12634	-
DB12635	-
DB12636	Samalizumab
DB12637	Onapristone
DB12638	-
DB12639	-
DB12640	-
DB12641	Tedatioxetine
DB12642	-
DB12643	Nelivaptan
DB12644	-
DB12645	Givinostat
DB12647	Tocotrienol
DB12648	-
DB12649	Ibipinabant
DB12650	-
DB12651	Bardoxolone_methyl
DB12652	Endothelin-1
DB12654	-
DB12655	-
DB12656	Somatorelin
DB12657	-
DB12658	-
DB12659	-
DB12660	Samatasvir
DB12661	Urapidil
DB12662	-
DB12663	-
DB12664	Indantadol
DB12665	Isoquercetin
DB12666	Emapunil
DB12667	Prothionamide
DB12668	Met-enkephalin
DB12669	-
DB12670	Rolofylline
DB12671	Beloranib
DB12672	-
DB12673	-
DB12674	-
DB12675	-
DB12676	5,10-Methylenetetrahydrofolate
DB12677	-
DB12678	Relamorelin
DB12679	-
DB12680	Intepirdine
DB12681	-
DB12682	Mubritinib
DB12683	Lumretuzumab
DB12684	-
DB12685	-
DB12686	-
DB12687	-
DB12688	-
DB12689	RAGE_(receptor)
DB12690	-
DB12691	-
DB12692	Gusperimus
DB12693	Ritanserin
DB12694	-
DB12695	Phenethyl_isothiocyanate
DB12696	-
DB12697	Methylselenocysteine
DB12698	Ibalizumab
DB12699	-
DB12700	Solamargine
DB12701	Intetumumab
DB12702	Velusetrag
DB12703	-
DB12704	Spiradoline
DB12705	-
DB12706	-
DB12707	Histone_deacetylase_inhibitor
DB12708	Sulprostone
DB12709	Tributyrin
DB12710	Perazine
DB12711	-
DB12712	Pilsicainide
DB12713	Sotagliflozin
DB12714	-
DB12715	-
DB12716	-
DB12717	Mibampator
DB12718	Carlumab
DB12719	-
DB12720	-
DB12721	-
DB12722	-
DB12724	-
DB12725	-
DB12726	Monteplase
DB12727	Perfosfamide
DB12728	-
DB12729	-
DB12730	-
DB12731	-
DB12732	-
DB12733	Dipraglurant
DB12734	Demcizumab
DB12736	Etanidazole
DB12737	Brontictuzumab
DB12738	-
DB12739	-
DB12740	De_Havilland_Canada_DHC-5_Buffalo
DB12741	-
DB12742	-
DB12743	-
DB12744	-
DB12745	-
DB12746	-
DB12747	-
DB12748	-
DB12749	Butylphthalide
DB12750	-
DB12751	Malic_acid
DB12752	Bucindolol
DB12753	Racivir
DB12754	Iodide
DB12755	Zoptarelin_doxorubicin
DB12756	-
DB12757	-
DB12758	-
DB12759	Suptavumab
DB12760	-
DB12761	-
DB12762	Rabacfosadine
DB12763	-
DB12764	-
DB12765	Methyl_isocyanate
DB12766	Cicletanine
DB12767	-
DB12768	BCG_vaccine
DB12769	-
DB12770	Lafutidine
DB12771	Hydroxytyrosol
DB12773	Sifalimumab
DB12774	-
DB12775	Abituzumab
DB12776	-
DB12777	-
DB12778	-
DB12779	Higenamine
DB12780	Quinfamide
DB12781	-
DB12782	-
DB12783	Benserazide
DB12784	-
DB12785	-
DB12786	-
DB12787	Norethandrolone
DB12788	-
DB12789	Prostaglandin_F2alpha
DB12791	Laninamivir
DB12792	-
DB12793	Condoliase
DB12794	-
DB12795	-
DB12796	-
DB12797	Ecromeximab
DB12798	-
DB12799	Laniquidar
DB12800	-
DB12802	-
DB12803	-
DB12804	-
DB12805	-
DB12806	-
DB12807	-
DB12808	Trifarotene
DB12809	-
DB12810	-
DB12812	-
DB12813	-
DB12814	-
DB12815	Crotedumab
DB12816	Terpinen-4-ol
DB12817	Zoliflodacin
DB12818	New_Mexico%27s_3rd_congressional_district
DB12819	-
DB12820	-
DB12821	Perfluorobutane
DB12822	-
DB12823	Tecarfarin
DB12824	Monalizumab
DB12825	Lefamulin
DB12826	-
DB12827	1-Methyltryptophan
DB12829	Thioacetazone
DB12830	Cebranopadol
DB12831	Gabexate
DB12832	Prednimustine
DB12833	Tandospirone
DB12834	Secnidazole
DB12835	-
DB12836	Grapiprant
DB12837	-
DB12838	-
DB12839	Pegvaliase
DB12840	Pirnabine
DB12841	-
DB12842	-
DB12843	Oleandrin
DB12844	Rontalizumab
DB12845	Amatuximab
DB12846	Reproterol
DB12847	-
DB12848	-
DB12849	Clazakizumab
DB12850	Etalocib
DB12851	Miravirsen
DB12852	-
DB12853	-
DB12854	-
DB12855	Apricitabine
DB12856	-
DB12857	-
DB12858	-
DB12859	Tantalum
DB12860	Actinium
DB12861	Rimeporide
DB12862	-
DB12863	Sivelestat
DB12864	Melarsoprol
DB12865	Etelcalcetide
DB12866	-
DB12867	Benperidol
DB12868	-
DB12869	Eliprodil
DB12870	-
DB12871	-
DB12872	-
DB12873	-
DB12874	Quizartinib
DB12875	Mavatrep
DB12876	-
DB12877	Oxatomide
DB12878	4-Chlorokynurenine
DB12879	Omigapil
DB12880	Interleukin-10
DB12881	Indole-3-carbinol
DB12882	Ombrabulin
DB12883	Eltoprazine
DB12884	Lavoltidine
DB12885	-
DB12886	-
DB12887	Tazemetostat
DB12888	Ezutromid
DB12889	Velneperit
DB12890	Dihydrexidine
DB12891	Ozanezumab
DB12892	-
DB12893	Sacituzumab_govitecan
DB12894	-
DB12895	-
DB12896	-
DB12897	-
DB12898	-
DB12899	-
DB12900	-
DB12901	-
DB12902	Trofosfamide
DB12903	-
DB12904	-
DB12905	-
DB12906	-
DB12907	Mannose
DB12908	-
DB12909	Factor_XIII
DB12910	Emicerfont
DB12911	-
DB12912	Nolatrexed
DB12914	-
DB12915	-
DB12916	-
DB12917	Bimekizumab
DB12919	T-62
DB12920	-
DB12921	-
DB12923	Gallopamil
DB12924	Ozenoxacin
DB12925	-
DB12926	Cafedrine
DB12927	Theodrenaline
DB12928	-
DB12929	-
DB12930	Opipramol
DB12931	Fenobam
DB12932	Merotocin
DB12933	-
DB12934	-
DB12935	Remogliflozin_etabonate
DB12937	-
DB12938	-
DB12939	-
DB12940	-
DB12941	Darolutamide
DB12942	Lactitol
DB12943	Milatuzumab
DB12944	Phloroglucinol
DB12945	Dihydralazine
DB12946	Dipropylcyclopentylxanthine
DB12947	Doxifluridine
DB12948	-
DB12949	-
DB12950	-
DB12951	Pivagabine
DB12952	-
DB12953	-
DB12954	Terizidone
DB12955	-
DB12956	Vantictumab
DB12957	-
DB12958	Prothipendyl
DB12959	-
DB12960	-
DB12961	Leukotriene_B4
DB12962	-
DB12963	-
DB12964	Lerisetron
DB12965	Silver
DB12966	-
DB12967	Mitoguazone
DB12968	-
DB12969	-
DB12970	-
DB12971	-
DB12972	Isopregnanolone
DB12973	Serlopitant
DB12974	-
DB12975	Pyronaridine
DB12976	Robatumumab
DB12977	-
DB12978	Pexidartinib
DB12979	Nepicastat
DB12980	-
DB12981	-
DB12982	Silicon
DB12983	Phthalocyanine
DB12984	Larotaxel
DB12985	Quisinostat
DB12986	-
DB12987	-
DB12988	-
DB12989	Neosaxitoxin
DB12990	-
DB12991	-
DB12992	-
DB12993	Berkelium
DB12994	-
DB12996	Verbascoside
DB12997	Brilacidin
DB12998	-
DB12999	-
DB13000	-
DB13001	-
DB13002	-
DB13003	Cortivazol
DB13004	Mavoglurant
DB13005	Bcr-Abl_tyrosine-kinase_inhibitor
DB13006	-
DB13007	Enfortumab_vedotin
DB13008	-
DB13009	Carbendazim
DB13010	-
DB13011	-
DB13012	-
DB13013	-
DB13014	Hypericin
DB13016	-
DB13017	-
DB13018	Dimiracetam
DB13019	-
DB13020	-
DB13021	-
DB13022	-
DB13023	-
DB13024	-
DB13025	Tiapride
DB13026	Ornidazole
DB13027	-
DB13028	Biapenem
DB13029	-
DB13030	-
DB13031	Niobium
DB13032	-
DB13033	-
DB13034	-
DB13035	-
DB13036	Ramatroban
DB13037	Namilumab
DB13038	-
DB13039	-
DB13040	Gandotinib
DB13041	Odalasvir
DB13042	Fenoverine
DB13044	Gossypol
DB13045	Racotumomab
DB13046	-
DB13047	-
DB13048	PAC-1
DB13049	-
DB13050	Tirilazad
DB13051	-
DB13052	-
DB13053	-
DB13054	-
DB13055	-
DB13056	Irsogladine
DB13057	-
DB13058	-
DB13059	-
DB13060	-
DB13061	-
DB13062	-
DB13063	Parthenolide
DB13064	Tramazoline
DB13065	-
DB13066	Liarozole
DB13067	Rotigaptide
DB13068	-
DB13069	Nimustine
DB13070	Surinabant
DB13071	Creatinolfosfate
DB13072	-
DB13073	Tregalizumab
DB13074	Macimorelin
DB13075	-
DB13076	-
DB13077	-
DB13078	-
DB13080	Roluperidone
DB13082	Nefiracetam
DB13083	Talarozole
DB13084	Pyritinol
DB13085	Riamet
DB13086	SCYX-7158
DB13087	-
DB13088	-
DB13089	Enoxolone
DB13090	-
DB13091	Tiropramide
DB13092	Meclocycline
DB13093	-
DB13094	Pruvanserin
DB13095	-
DB13096	Gacyclidine
DB13097	-
DB13098	-
DB13099	Valnoctamide
DB13100	Biguanide
DB13101	-
DB13102	-
DB13103	-
DB13104	-
DB13105	-
DB13106	-
DB13107	-
DB13108	Mephedrone
DB13109	-
DB13110	Antimony
DB13111	-
DB13112	-
DB13113	-
DB13114	Amitriptylinoxide
DB13115	Saroglitazar
DB13116	1,1,1,2-Tetrafluoroethane
DB13117	Pentafluoropropane
DB13118	-
DB13119	-
DB13120	-
DB13121	-
DB13122	-
DB13123	-
DB13124	Troxerutin
DB13125	Lusutrombopag
DB13126	-
DB13127	Olokizumab
DB13128	Sizofiran
DB13129	Trimegestone
DB13131	Serrapeptase
DB13132	Artemisinin
DB13133	-
DB13134	Fluorine-18
DB13135	-
DB13136	Fluindione
DB13137	-
DB13138	-
DB13139	Levalbuterol
DB13140	Bezlotoxumab
DB13141	-
DB13142	Calcium_glubionate
DB13143	Methallenestril
DB13144	Lenograstim
DB13145	Nedaplatin
DB13146	Fluciclovine
DB13147	Pancreatic_lipase_family
DB13148	-
DB13149	-
DB13150	-
DB13151	-
DB13152	-
DB13153	Bisabolol
DB13154	-
DB13155	Aesculin
DB13156	Inosine_pranobex
DB13157	-
DB13158	Clobetasone
DB13160	Prodine
DB13161	Nusinersen
DB13163	Terpin_hydrate
DB13164	Olmutinib
DB13165	Ripasudil
DB13166	Zofenopril
DB13167	Alclofenac
DB13168	Omega-6_fatty_acid
DB13169	Nandrolone
DB13170	Plecanatide
DB13171	-
DB13172	Tunicamycin
DB13173	Cerliponase_alfa
DB13174	Rhein_(molecule)
DB13175	-
DB13177	-
DB13178	Inositol
DB13179	Troleandomycin
DB13180	Gluconic_acid
DB13181	-
DB13182	Daidzein
DB13183	-
DB13185	Oxabolone_cipionate
DB13189	-
DB13191	Phosphocreatine
DB13192	-
DB13193	-
DB13194	-
DB13195	Horse_chestnut
DB13196	Valerian
DB13197	Kallidinogenase
DB13198	Pepsin
DB13199	Brinase
DB13200	-
DB13201	-
DB13202	Piprozolin
DB13203	Bamifylline
DB13204	Dimethyl_carbate
DB13205	Teclozan
DB13206	Bamethan
DB13207	Arginine_glutamate
DB13208	Prednylidene
DB13209	Bismuth_oxynitrate
DB13210	Sodium_chlorite
DB13211	Guanoxan
DB13212	Phenol_red
DB13213	Butaperazine
DB13214	Sulfadicramide
DB13215	Bromsulphthalein
DB13216	Oxolamine
DB13217	Fentiazac
DB13218	Mandelic_acid
DB13219	Medifoxamine
DB13220	-
DB13221	Apronal
DB13222	Tilbroquinol
DB13223	Fluocortin
DB13224	Piperidione
DB13225	Dibenzepin
DB13226	Acetylleucine
DB13227	Tribenoside
DB13228	Flosequinan
DB13229	Narcobarbital
DB13230	Gestronol
DB13231	Calcium_lactate
DB13232	Suxibuzone
DB13233	Alaproclate
DB13234	Propanidid
DB13235	Sodium_perborate
DB13236	Stibophen
DB13237	Clofoctol
DB13238	Tuaminoheptane
DB13239	Neltenexine
DB13240	Cymarin
DB13241	-
DB13242	Bucladesine
DB13243	Tiazofurin
DB13244	Aminomethylbenzoic_acid
DB13245	Thiram
DB13246	Quinupramine
DB13247	Pramiracetam
DB13248	Phthalylsulfathiazole
DB13249	Talc
DB13250	-
DB13251	Octopamine
DB13252	Tropatepine
DB13253	Proxibarbital
DB13254	-
DB13255	Propatylnitrate
DB13256	Clotiapine
DB13257	Iron(II)_sulfate
DB13258	Etofamide
DB13259	Chloroethane
DB13260	Lysozyme
DB13261	Sitafloxacin
DB13262	Aceclidine
DB13263	Quassia
DB13264	Penimepicycline
DB13265	Hexobendine
DB13266	Cefatrizine
DB13267	Ritiometan
DB13268	Acetarsol
DB13269	2,4-Dichlorobenzyl_alcohol
DB13270	Dibekacin
DB13271	-
DB13272	Meladrazine
DB13273	Sultopride
DB13274	Micronomicin
DB13275	Clorindione
DB13276	Idanpramine
DB13277	Benziodarone
DB13278	Bucetin
DB13279	Carbocromen
DB13280	Aluminium_acetoacetate
DB13281	Bromelains
DB13282	Benzododecinium_bromide
DB13283	Sulfisomidine
DB13284	Meticrane
DB13285	Etilamfetamine
DB13286	Bumadizone
DB13287	Miocamycin
DB13288	Tromantadine
DB13289	Rimazolium
DB13290	Olaflur
DB13291	Cloridarol
DB13292	Pimethixene
DB13293	Ipecacuanha
DB13294	Azidamfenicol
DB13295	Atracurium
DB13296	Propamidine
DB13297	Idrocilamide
DB13298	Alsactide
DB13299	Sulglicotide
DB13300	Epicillin
DB13302	Hachimycin
DB13303	Febarbamate
DB13304	Triaziquone
DB13305	Tolpropamine
DB13306	Chlorquinaldol
DB13307	Proscillaridin
DB13308	Oxametacin
DB13309	Benproperine
DB13310	Ormeloxifene
DB13311	Trepibutone
DB13312	Delapril
DB13313	Melevodopa
DB13314	Alminoprofen
DB13315	Sobrerol
DB13316	Ibopamine
DB13317	Flunoxaprofen
DB13318	Demecolcine
DB13319	Propenidazole
DB13320	Sulfaperin
DB13321	Methiodal
DB13322	Hydrotalcite
DB13323	Trichloroethylene
DB13324	Tetrazepam
DB13325	Nifurzide
DB13326	Euflavine
DB13327	Picotamide
DB13328	Butanilicaine
DB13329	-
DB13330	Amezinium_metilsulfate
DB13331	Pyrithyldione
DB13332	-
DB13333	Efloxate
DB13334	Mannosulfan
DB13335	Pinazepam
DB13336	Dimethyl_phthalate
DB13337	Pheneticillin
DB13338	Flurithromycin
DB13339	Etoglucid
DB13340	Suloctidil
DB13341	Fenozolone
DB13342	Cinepazet
DB13343	Tioxolone
DB13344	Mercuric_amidochloride
DB13345	Dihydroergocristine
DB13346	Bufexamac
DB13347	Diphenadione
DB13348	Tiadenol
DB13349	Talastine
DB13350	Azanidazole
DB13351	Piperidolate
DB13352	Dimethylethanolamine
DB13353	Viminol
DB13354	Phenprobamate
DB13355	Visnadine
DB13356	Mesulfen
DB13357	Styramate
DB13358	Cibenzoline
DB13359	Magnesium_aspartate
DB13360	Tolciclate
DB13361	Trimethyldiphenylpropylamine
DB13362	Pheneturide
DB13363	Oxaceprol
DB13364	Feprazone
DB13365	Calcium_lactate_gluconate
DB13366	Hydrochloric_acid
DB13367	Cloricromen
DB13368	Motretinide
DB13369	Benzilone
DB13370	Bromisoval
DB13371	Difenpiramide
DB13372	Calcium_alginate
DB13373	Acriflavinium_chloride
DB13374	Vincamine
DB13375	Edrecolomab
DB13376	Succinimide
DB13377	Vinbarbital
DB13378	Norfenefrine
DB13379	Chiniofon
DB13380	Difemerine
DB13381	-
DB13382	Chlorproethazine
DB13383	Diiodohydroxypropane
DB13384	Melitracen
DB13385	Dihydroergocryptine
DB13386	Epimestrol
DB13387	Haematin
DB13388	Phenylmercuric_nitrate
DB13389	Iopydol
DB13391	Levoverbenone
DB13392	Merbromin
DB13393	Emetine
DB13394	Adrenalone
DB13395	Eprozinol
DB13396	Neocitrullamon
DB13397	Prenoxdiazine
DB13398	Oxyfedrine
DB13399	Terguride
DB13400	Linsidomine
DB13401	Metildigoxin
DB13402	Acetylglycinamide_chloral_hydrate
DB13403	Oxypertine
DB13404	Ethylenediaminetetraacetic_acid
DB13405	Mefruside
DB13406	Carbutamide
DB13407	Nifenazone
DB13408	-
DB13409	Rokitamycin
DB13410	Guanoxabenz
DB13411	Lofepramine
DB13412	Pirisudanol
DB13413	Phenglutarimide
DB13414	Fenyramidol
DB13415	Pentylenetetrazol
DB13416	Sulbutiamine
DB13417	Morinamide
DB13418	Moxestrol
DB13419	Troxipide
DB13420	Thiazinamium_metilsulfate
DB13421	Edoxudine
DB13422	Nicofuranose
DB13423	Iron(III)_oxide-hydroxide
DB13424	DDT
DB13425	Flutrimazole
DB13427	-
DB13428	Iobenzamic_acid
DB13429	Tolonidine
DB13430	Mebutizide
DB13431	Proglumide
DB13432	Lonazolac
DB13433	Simfibrate
DB13434	Fenticonazole
DB13435	Endralazine
DB13436	Droxypropine
DB13437	Medazepam
DB13438	Prolintane
DB13439	Fenpiprane
DB13441	Niceritrol
DB13442	Citiolone
DB13443	Atenolol
DB13444	Ioxitalamic_acid
DB13445	Nepinalone
DB13446	Guar_gum
DB13447	Prethcamide
DB13448	Mazaticol
DB13449	Proxyphylline
DB13451	Tioclomarol
DB13452	Cadralazine
DB13453	Xenon
DB13454	Nicomorphine
DB13455	Phenibut
DB13456	Midecamycin
DB13457	Oxaflozane
DB13458	Thebacon
DB13459	Pecilocin
DB13460	Ronifibrate
DB13461	Cefcapene
DB13462	Bephenium_hydroxynaphthoate
DB13463	Oxetorone
DB13464	Ornipressin
DB13465	Ciclobendazole
DB13466	Deptropine
DB13467	Lanatoside_C
DB13468	Etybenzatropine
DB13469	Phanquinone
DB13470	Cefodizime
DB13471	Nalfurafine
DB13472	Cyclofenil
DB13473	Antimony_pentasulfide
DB13474	Tipepidine
DB13475	-
DB13476	Diisopromine
DB13477	Sodium_apolate
DB13478	Meptazinol
DB13479	Histapyrrodine
DB13480	Lentinan
DB13481	Tenidap
DB13482	Dimefline
DB13483	Etamsylate
DB13484	Quinbolone
DB13485	Sulfametomidine
DB13486	Magnesium_peroxide
DB13487	-
DB13488	Bencyclane
DB13489	Bamipine
DB13490	Hidrosmin
DB13491	Fluperolone
DB13492	Policresulen
DB13493	Cyclobutyrol
DB13494	Dimetofrine
DB13495	Paraoxon
DB13496	Iprindole
DB13497	-
DB13499	Cefsulodin
DB13500	Otilonium
DB13501	Bendazac
DB13502	Budipine
DB13503	Tyrothricin
DB13504	Cefetamet
DB13505	Emepronium_bromide
DB13506	Carfecillin
DB13507	Poldine
DB13508	Cloranolol
DB13509	Aloxiprin
DB13510	Buflomedil
DB13511	Clebopride
DB13512	Clefamide
DB13513	Tribromometacresol
DB13514	Pranoprofen
DB13515	Levomethadone
DB13516	Chlordantoin
DB13517	Angiotensinamide
DB13518	Alginic_acid
DB13519	Cerium_oxalate
DB13520	Metergoline
DB13521	Alipogene_tiparvovec
DB13522	Mebicar
DB13523	Veralipride
DB13524	Propyphenazone
DB13525	Althea_root
DB13526	Pentaerythritol_tetranitrate
DB13527	Proglumetacin
DB13528	Chlormadinone
DB13529	Dobesilic_acid
DB13530	Mepindolol
DB13531	-
DB13532	Cyclopenthiazide
DB13533	Normethandrone
DB13534	Gedocarnil
DB13535	Nebacumab
DB13536	Broxyquinoline
DB13537	Gitoformate
DB13538	Guacetisal
DB13539	Iodoxamic_acid
DB13540	Isepamicin
DB13541	Iprazochrome
DB13542	Bevonium
DB13543	Mitobronitol
DB13544	Ethenzamide
DB13545	Isobromindione
DB13546	Nizofenone
DB13547	Sulfatolamide
DB13548	Dibrompropamidine
DB13549	4-Dimethylaminophenol
DB13550	Bifemelane
DB13551	Cinchophen
DB13552	Trifluperidol
DB13553	Carumonam
DB13554	Moperone
DB13555	Prajmaline
DB13556	Sulfamazone
DB13557	Thiopropazate
DB13558	Morclofone
DB13559	Rimiterol
DB13560	Dextranomer
DB13561	Clobenzorex
DB13563	Norgestrienone
DB13564	Zipeprol
DB13565	-
DB13566	-
DB13567	Desaspidin
DB13568	Diodone
DB13569	Iron(II)_chloride
DB13570	Oxidized_cellulose
DB13571	Pentamycin
DB13572	Emylcamate
DB13573	Acefylline
DB13574	Heptaminol
DB13575	Bietaserpine
DB13576	Aluminium_nicotinate
DB13577	Allobarbital
DB13578	Metabutethamine
DB13579	Mepixanox
DB13580	Succinylsulfathiazole
DB13581	Rociverine
DB13582	-
DB13583	Mephenesin
DB13584	Gallamine_triethiodide
DB13585	-
DB13586	Metandienone
DB13587	Mesterolone
DB13588	Naftidrofuryl
DB13590	Calcium_pangamate
DB13591	Metopimazine
DB13592	Etamiphylline
DB13593	Zolimidine
DB13595	Almasilate
DB13596	Oxycinchophen
DB13597	Moroxydine
DB13598	Diethyl_ether
DB13599	Difetarsone
DB13600	Deltamethrin
DB13601	Oxiracetam
DB13602	Promegestone
DB13603	Pyrrolnitrin
DB13604	Guanazodine
DB13605	Phenoperidine
DB13606	Phenazocine
DB13607	Picloxydine
DB13608	Thiocarlide
DB13609	Umifenovir
DB13610	Flumedroxone
DB13611	Chlormidazole
DB13612	Carbasalate_calcium
